厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,具体故障类别
27.766562398771104,36.582390518709616,1419.4120186469966,45.510688168111024,6.718379383607318,3.0
25.099590650302172,35.43824111939348,1359.775738379812,66.74120559696729,9.486302064025862,2.0
28.419392426850557,38.24346734428081,1308.7729555286742,66.53069895799436,9.100918691627983,2.0
30.01173438120083,39.28158984943409,1571.8442165245963,55.60688290861263,7.803890486739423,2.0
27.481006106551312,36.28255641187883,1383.8602602656329,47.39535969676163,6.862658569075269,3.0
28.350000000000023,37.35000000000002,1551.0,34.3,5.570607329842932,0.0
29.55000000000001,37.5444814297116,1282.913892771632,55.05275928514421,7.395718844979367,1.0
27.950000000000045,37.450000000000045,1407.0,43.9,6.467780104712041,0.0
24.950000000000045,34.450000000000045,1496.0,44.1,6.908230366492147,0.0
30.088749337847393,38.48805452554036,1332.4665960370519,54.760555849845616,7.639516738447769,1.0
28.55024337827754,37.724082350106094,1537.068345171831,39.21174193355948,6.239028202020199,3.0
29.02384739438474,38.058421901421134,1569.5629260589194,41.330587112375056,6.643590102377634,3.0
25.55000000000001,36.150000000000034,1402.0,45.3,6.650324607329843,0.0
28.450000000000045,37.450000000000045,1821.0,26.2,4.995832460732984,0.0
29.352036800813906,38.2829725479253,1615.3367116924596,35.99319097623772,6.046146112440718,3.0
27.060773997796442,36.49426292189041,1328.5979518299032,72.02131460945189,10.01493957506987,2.0
28.25,37.55000000000001,1516.0,36.4,5.778261780104712,0.0
29.40448327290388,38.64578375082091,1292.8892532960272,70.33462007251536,9.52762719917464,2.0
25.75,36.75,1376.0,51.0,7.3482722513089,0.0
29.958022826173256,39.232354257325476,1591.120696828938,54.77435380568518,7.718926555647778,2.0
29.115624361022924,38.36517795070798,1297.2634025330817,70.68125076677251,9.607104233400651,2.0
26.93550990151831,37.14058168356089,1331.8332920709997,65.2673935648061,9.083222127423229,2.0
27.327374389515633,36.67262561048441,1604.3313139015352,59.22463370936875,8.586560821899882,2.0
27.248434426599054,36.585942622334976,1389.4063934253793,46.99530327979704,6.836942104616244,3.0
30.650000000000038,39.450000000000045,1811.0,24.9,4.721874345549738,0.0
28.450000000000045,37.35000000000002,1602.0,32.3,5.418282722513089,0.0
30.736895484283163,39.96593583291316,1272.757705311816,68.5037083177005,9.128556891384658,2.0
30.20704534628013,38.67207053865794,1345.0848369365433,54.707979846097736,7.704639413665957,1.0
27.450000000000045,36.25,1463.0,49.2,7.537130890052357,0.0
26.650000000000038,37.450000000000045,1423.0,44.6,6.645633507853403,0.0
26.55000000000001,37.950000000000045,1353.0,47.1,6.672910994764398,0.0
27.91863960217166,37.87128619080325,1316.554925101387,66.10438236401097,9.094946787274802,2.0
27.27497125304473,36.75,1395.8745687956705,46.200114987821195,6.752775183323981,3.0
30.12350190630989,38.394584921924896,1340.5299618738024,53.6951622186103,7.538782089967012,1.0
30.273673045120987,38.6973460902419,1358.0693566422028,54.717551303252705,7.780522651665869,1.0
27.42199250102613,36.39003749486955,1384.7612748255647,47.12387251744352,6.832406972624658,3.0
27.342670781493194,36.65732921850686,1414.809017299608,68.40246889590276,9.604944946556044,2.0
30.478989674620085,38.64348451193011,1330.082721214742,52.87752581344982,7.364086973253291,1.0
28.970111474652224,36.821587820931754,1279.1420608953415,56.90534801185704,7.6221632255938,1.0
30.348074541252007,38.846149082503935,1363.5254663584774,54.66795030583202,7.80493880756897,1.0
28.350000000000023,37.650000000000034,1591.0,29.6,4.931267015706807,0.0
29.55000000000001,37.56040587167783,1281.719559624165,55.0447970641611,7.387752455294168,1.0
27.309227272832985,36.69077272716705,1829.1740895994928,48.336363699782424,7.37838470004036,2.0
24.350000000000023,35.450000000000045,1481.0,38.8,6.017047120418848,0.0
27.3834335268034,36.582832365983144,1391.3163004434268,46.468369955657316,6.769190442844019,3.0
27.071539947188544,36.646681022056526,2507.7243468002407,15.124677003728188,3.6985208341581526,2.0
27.585337439780055,37.62356161064732,1321.7346208682834,65.82062511765055,9.090971874830148,2.0
26.850000000000023,36.25,1498.0,38.5,6.0390575916230365,0.0
30.450000000000045,38.55000000000001,1476.0,40.1,6.19765445026178,0.0
27.615145585805443,36.95201568442318,1426.2922742413605,44.44801226820842,6.6074897772345516,3.0
27.520953164907684,36.817625319261325,1368.6474936147738,60.15871018865656,8.615466114491182,3.0
27.93481899007813,37.295961036576074,1474.1880272471094,42.502924531321504,6.492936642299764,3.0
27.326260108166416,36.8821950811248,1380.7804918875208,54.89609502973711,7.922714407508758,3.0
30.690359670827796,39.89492082308985,1273.4174106988937,68.79156839500666,9.173829416642192,2.0
27.4262011933162,36.957150894987144,1373.2849105012865,59.543355489202334,8.549815937977181,3.0
29.22352451211853,38.177447247328395,1603.979850862614,35.64022290982732,5.959109766984575,3.0
30.18238563349903,38.29588813549879,1320.75532525997,53.69472122700266,7.421680503849616,1.0
30.54510026215626,38.76469921353125,1333.910897759063,52.79309501903127,7.374318071517747,1.0
29.531000819258264,37.659499590370906,1282.6946682004088,55.047497951854375,7.3939909920143485,1.0
28.38540655397965,37.609413254942346,1520.2263218196556,40.09326060263079,6.307035680697746,3.0
29.957637120217214,38.25636426684766,1343.8472575956562,54.082180052826544,7.6120404844946465,1.0
27.75,37.55000000000001,1609.0,28.7,4.835424083769633,0.0
30.650000000000038,39.35000000000002,1525.0,38.0,6.0680628272251305,0.0
27.525323383046945,37.01298507457041,1368.071641797256,62.906368155552535,9.00431146834217,3.0
23.25,34.35000000000002,1596.0,35.1,5.8659267015706815,0.0
26.263336954178378,36.64099368215959,1342.2792230093905,64.69513821774642,9.075205891962382,2.0
27.331325651852627,36.66867434814742,1555.37517354619,61.595391111564645,8.84962304220972,2.0
27.428179021087722,36.86726853163156,1384.1004615205286,53.48336504550738,7.735489121032915,3.0
30.18214764371584,38.295594148119555,1320.7480455724842,53.69536519935718,7.421726644696032,1.0
29.833665638753377,38.12549845813003,1335.9459832040964,55.640064234603734,7.7773751731137635,1.0
28.708991545914984,37.8345158580278,1553.2882666478308,38.362784341411405,6.173532748127003,3.0
29.544119138673643,38.78143002042582,1290.7747673286567,70.16705703359165,9.489207596986512,2.0
29.540988051049247,37.65450597447541,1278.6498393250595,55.02252987237691,7.367150960190719,1.0
29.908483982520984,39.35022458160343,1285.6316678392013,67.79843906620027,9.118677377960502,2.0
29.350000000000023,38.150000000000034,1393.0,47.5,6.928534031413612,0.0
30.279953894633834,38.7099077892676,1358.529952273145,54.71336407024414,7.782583822595007,1.0
29.05000000000001,38.450000000000045,1534.0,37.2,5.975371727748692,0.0
25.25,34.950000000000045,1891.0,24.7,4.890858638743455,0.0
30.367219356459117,38.54894129210502,1321.5815033181689,53.12039548014406,7.349041828487035,1.0
30.950000000000045,40.05000000000001,1586.0,34.6,5.746136125654451,0.0
27.12799086229904,36.53045661816104,1327.5293760352465,72.20228309080504,10.033057899394944,2.0
29.12548565607827,38.12796386994828,1583.7387888740686,39.67762801430672,6.458565334951029,3.0
29.73244583190166,37.523668747852476,1309.9260374613445,54.743885420245874,7.507892423835992,1.0
26.638955927332027,36.39623764213959,2373.7371385446804,20.759653051859225,4.336744974162178,2.0
29.55000000000001,37.58040197404148,1280.2198519468911,55.03479901297928,7.377749169530572,1.0
27.75,37.75,1474.0,35.7,5.5101361256544505,0.0
29.600831847256927,37.70591503198264,1277.8974152936441,54.883086751309094,7.343311978418235,1.0
28.271838270812744,37.68668508157835,2196.273598363874,28.6384931975974,5.051625854785747,2.0
29.587088995095993,37.755633492643966,1321.9219365960828,56.05616232077556,7.75296602185747,1.0
28.66355970767069,37.926029430308674,1304.10895299813,71.2237283507952,9.731485917499953,2.0
29.095593467838416,36.953380166153345,1287.5122707809392,56.635452969378456,7.6323849707811435,1.0
28.76758930964085,37.633468775122864,1544.0398690502802,38.90391055637068,6.21260398566714,3.0
26.71703503196247,36.44144133429406,2397.921113847321,19.7425699783837,4.221548926417332,2.0
27.43619323909172,36.96464492931878,1372.5355070681226,60.00798561776401,8.6125131479279,3.0
25.850000000000023,37.25,1677.0,30.8,5.408544502617801,0.0
29.420993889283608,37.57251527679102,1337.8965582326846,55.393509166074615,7.760658475773965,1.0
28.046449411728872,37.37361698207224,1485.593744241859,41.90594445031972,6.446880771273889,3.0
30.075677654055042,38.301355308110026,1343.5496946307007,54.84954823063,7.71554699139355,1.0
25.788600769104534,35.80924656797937,1348.8222441834669,68.59623283989673,9.672024931167881,2.0
30.23695663011057,38.730434945165804,1358.883158337536,54.95951068668849,7.817297814051386,1.0
29.73011966879526,37.610239337590485,1318.2087757116512,55.079920220803174,7.602146077696784,1.0
29.222657390759007,37.46984625966977,1336.6439233953656,55.958433393267654,7.829375130034072,1.0
27.50445954682446,36.981689320236676,1371.5141747739665,60.88257604197128,8.731804643285223,3.0
24.150000000000038,35.55000000000001,1430.0,42.8,6.408795811518324,0.0
27.8026751345728,36.6203088913014,1423.9080542543081,45.27234411181981,6.700133187503616,3.0
30.164889243459953,38.32637816780595,1310.0486868772166,53.585754740042134,7.347529119579376,1.0
28.208076390074723,37.50026279320902,1455.784338615682,54.59759976141672,8.12863951025674,3.0
25.150000000000038,34.950000000000045,2636.0,12.8,3.5330680628272253,0.0
28.80250020062414,37.670125210655314,1548.3862749777,38.673498675880964,6.194965029523415,3.0
27.28360168950863,36.52733051748569,1387.7652544895993,47.100805068525766,6.844162133950768,3.0
29.72641149247781,37.73262596129611,1306.8078809463796,54.92853360858951,7.510083596321338,1.0
29.35731673246535,37.74634163376734,1353.0367233515422,55.48170816883668,7.860755608510718,1.0
27.850000000000023,37.75,1916.0,22.0,4.413821989528796,0.0
28.258548532202767,37.67450282118587,2201.0431378872318,28.43250224914278,5.030603405614349,2.0
31.05000000000001,40.35000000000002,1546.0,41.4,6.7020314136125645,0.0
29.23740487639146,38.48347902278027,1295.4192975860726,70.53511414833028,9.57359737662763,2.0
24.560375724593506,35.375279254765424,1368.7441610367232,63.245319873640376,9.05489662743296,2.0
27.312028335619953,36.75,1396.4304250342989,46.051886657520285,6.733810105723308,3.0
28.92271102614058,36.712323736691935,1282.5968223621628,57.081866921578325,7.665773220315355,1.0
27.45186263770634,36.90279395655949,1380.1926647784562,55.78067585751359,8.044825673610438,3.0
24.60136858875012,35.21658181453953,1742.6212707786462,47.301909172860675,7.342952709900687,2.0
28.015301731215814,37.296293110323944,1313.9254309273038,72.00163792254105,9.90984849958716,2.0
28.174492577302026,37.59745152919352,2231.2098861460527,27.12963494818132,4.897639011707637,2.0
25.450000000000045,36.35000000000002,1584.0,31.8,5.274471204188482,0.0
30.144880163830397,38.57536914373614,1338.4538841419053,54.7356088160754,7.6704171010098605,1.0
25.650000000000038,36.85000000000002,1530.0,38.3,6.1360209424083765,0.0
30.55000000000001,39.55000000000001,1564.0,40.2,6.583539267015707,0.0
26.463801077577187,36.17281596484927,1338.0882905615938,70.4140798242462,9.854025360135001,2.0
29.875881793872527,38.18823482822709,1345.4823641225498,54.27294248096415,7.648149800360813,1.0
27.05000000000001,37.25,1501.0,42.9,6.7427120418848165,0.0
27.55000000000001,36.450000000000045,1925.0,20.5,4.132198952879581,0.0
29.768075913775785,37.57711387066366,1310.888049671946,54.654810215560566,7.501029062724407,1.0
27.32131336406175,36.878485023046295,1381.1514976953706,54.66607142887018,7.8916750127070925,3.0
27.267626813502286,36.75,1395.7644022025338,46.229492745990974,6.756533921362064,3.0
28.980249961509283,37.856762459584715,1570.5161202079,37.500350254039034,6.1051557995524215,3.0
27.25,36.25,1530.0,40.4,6.472460732984294,0.0
30.67140337488308,39.88628642697615,1335.0963443475243,65.8317523106874,8.847391664348901,2.0
29.475023686808107,37.687488156595975,1305.3654068427227,55.18744078297977,7.544425872049247,1.0
27.182979362718665,36.69503439546895,1392.4609630731306,46.798938088155886,6.823503825881709,3.0
29.55000000000001,37.577499437766825,1280.4375421674902,55.0362502811166,7.37920119749415,1.0
28.42827848243104,37.27719240655255,1501.7956710626586,41.14336201595545,6.3840430017354945,3.0
27.401373854427643,36.82706078164144,1388.523314019442,50.88326387947956,7.3853813659793195,3.0
27.450000000000045,36.650000000000034,1541.0,36.2,5.841277486910995,0.0
27.493958601886145,36.601668815088914,1372.9666236982218,55.380672533842166,7.9545600653608455,3.0
27.650000000000038,38.75,1431.0,48.5,7.267382198952879,0.0
30.30664675602202,38.88058252984416,1369.0451830366633,54.717289017800205,7.843865015909832,1.0
30.150000000000038,38.05000000000001,1607.0,31.7,5.334230366492147,0.0
24.55000000000001,35.05000000000001,1489.0,43.0,6.704397905759162,0.0
27.56931419548533,37.063214975858386,1366.6938220019,64.98589018921243,9.291457769104829,3.0
27.3249794324187,36.67502056758134,1634.0048323325013,57.78765945121059,8.427112352592548,2.0
26.202650782196088,36.03219657502867,1342.2399106420114,69.71098287514323,9.78363222614523,2.0
27.487223526047714,36.95583528907156,1374.3581182021294,59.21068202662693,8.506681456523234,3.0
26.950000000000045,38.35000000000002,1422.0,46.2,6.879204188481676,0.0
27.492238815863573,36.988079176252896,1428.9678790121438,44.86976633255588,6.675533958701638,3.0
30.507711188704075,38.876866433887855,1348.492636405421,53.50348741462307,7.5567689197920345,1.0
24.511016207154203,35.12131641923688,1369.1325628606262,65.15658209618428,9.327651660896858,2.0
27.8482298848538,37.818954644148086,1317.649130167813,66.04443895602415,9.094107091367691,2.0
29.619816765301795,37.97484730441815,1350.6036646939644,54.87042754762919,7.761247422403887,1.0
25.450000000000045,36.450000000000045,1449.0,42.5,6.448429319371728,0.0
30.089402897402362,38.36616908116862,1341.211942051953,53.77472657272786,7.553842783115907,1.0
28.178959534274455,37.48034073397726,1451.7233034645922,55.07113178469473,8.181644543822575,3.0
27.60439730547555,37.63772772704262,1321.4384202527453,65.83685176006699,9.091199179978133,2.0
29.225742151038034,37.186774501482915,1277.3161274925856,56.06541864658937,7.499070458610116,1.0
28.150000000000038,37.85000000000002,1341.0,59.3,8.32683769633508,0.0
29.528018977441114,37.66099051127948,1283.9023141363543,55.05495255639725,7.40200449675122,1.0
25.850000000000023,36.75,1884.0,25.6,5.050303664921466,0.0
29.41337797672903,38.32494282618301,1623.892191491148,34.99558974688123,5.934479141575025,3.0
25.05000000000001,35.55000000000001,1520.0,35.7,5.6820942408376975,0.0
27.150000000000038,38.450000000000045,1339.0,53.4,7.487183246073298,0.0
28.521371629207046,37.37494021066736,1513.3857678362715,40.5289472472338,6.337007080078574,3.0
27.850157195172827,37.135866989596465,1316.4261910445261,72.19981136579263,9.955286592038108,2.0
27.29238786123092,36.7076121387691,2037.814399349014,38.232716738546536,6.2572713375395805,2.0
26.117079019814426,36.532288460672866,1344.5521503677494,64.57062132767982,9.073461641402286,2.0
25.842381377976608,35.93506290303908,2127.0086531259067,31.13608468162074,5.51199205536523,2.0
26.650000000000038,36.05000000000001,1435.0,42.6,6.401151832460733,0.0
30.371554674475103,38.92797393807233,1362.6324986106729,54.634864589122195,7.795202803693565,1.0
25.05000000000001,35.85000000000002,1524.0,39.1,6.239623036649215,0.0
29.05000000000001,37.950000000000045,1426.0,50.6,7.555560209424084,0.0
27.05000000000001,37.150000000000034,1408.0,42.5,6.265968586387435,0.0
27.347805629317918,36.65219437068214,1351.188252751259,71.48337759073807,9.946806446633854,2.0
25.950000000000045,36.950000000000045,1421.0,41.2,6.130387434554974,0.0
23.78750403581854,34.745397073368615,1490.5374342522034,57.903565849206394,8.543709049783065,2.0
27.650000000000038,37.25,1419.0,46.4,6.89440837696335,0.0
27.333915551640697,36.44347408059891,1385.4172742567696,47.25174665492196,6.854491842050622,3.0
27.252527835294593,36.74747216470541,2531.6801206999803,14.316701176756403,3.6035201992654686,2.0
28.9452543121386,36.78607758876944,1279.319612056153,56.98702154583037,7.634132590759298,1.0
27.79119612841629,37.77656469003912,1318.5354655719095,65.99588319040843,9.09342691519781,2.0
25.75,35.35000000000002,1415.0,54.0,8.001047120418848,0.0
25.360370828190856,35.65600416368944,1977.712227573845,37.414906316987825,6.223138918145586,2.0
27.184789086727605,37.325856753648885,1327.9593587873417,65.47961773599779,9.086194994230848,2.0
27.403400625054378,36.482996874728286,1387.9218937407618,46.807810625923814,6.801926029997469,3.0
27.465153372779145,36.9227300591687,1377.9996934914436,57.06987715957559,8.218418678211346,3.0
27.218635253476922,36.75,1395.0295288021534,46.42545898609244,6.781606827081853,3.0
24.560942954741705,35.375700844740436,1368.7353459736094,63.24580278579357,9.054903392136072,2.0
26.450000000000045,35.950000000000045,1588.0,41.3,6.867476439790575,0.0
24.450000000000045,35.05000000000001,2071.0,18.5,4.011884816753927,0.0
29.451933547416786,38.691878303204874,1292.170720567689,70.27767974309988,9.514571666053163,2.0
29.692321937467295,37.69051533451842,1305.7651416166461,55.02077593391207,7.516692791476933,1.0
27.25,37.55000000000001,1656.0,36.3,6.294534031413612,0.0
25.745327218167404,35.78594542516707,1349.5101826855444,68.47972712583523,9.660360533603692,2.0
29.762770013023164,37.67554002604629,1320.603134288364,55.05815332465124,7.612860860818277,1.0
25.363188594030895,35.58017847370895,1355.585206966689,67.45089236854461,9.55735496230134,2.0
30.422638076302274,39.634848416979345,1277.4714805588517,69.11283430843729,9.247490700597718,2.0
27.169440446410622,36.76458033480794,1392.541966519206,47.603980758092234,6.938716187485312,3.0
27.315998087837084,36.684001912162955,1745.283691698736,52.39885270224038,7.829163584451319,2.0
27.36983009132743,36.65084954336299,1393.6288844743417,46.237111552565835,6.7468879308809555,3.0
25.650000000000038,37.35000000000002,1294.0,55.8,7.560753926701571,0.0
29.274156067731624,37.01356234376996,1295.1484309904147,56.02753179680518,7.597008805296493,1.0
28.650000000000038,37.950000000000045,1463.0,50.1,7.675005235602095,0.0
28.238466848116513,37.507194329124516,1505.2129170901612,40.87906859485539,6.367659263783242,3.0
27.86602037398907,37.31468534282331,2341.9171324461463,22.348315796830526,4.409680489327987,2.0
29.55000000000001,37.5861057344,1279.792069920002,55.03194713280001,7.374895796220327,1.0
30.4348509612743,38.607757069809416,1328.4777941095665,53.01157975184604,7.372733176119068,1.0
27.470740816442525,36.41592653153991,1376.681469369202,51.271124510320426,7.386120604612677,3.0
26.89218366676982,36.40348351287607,1331.2781058103262,71.56741756438022,9.969496004944789,2.0
26.882457509059012,36.398246351031794,1331.4327267790622,71.5412317551588,9.966874316457156,2.0
29.380352845357788,38.30154980546628,1621.8838776778564,34.772460870478156,5.896546161839247,3.0
29.55000000000001,37.52310904517085,1284.516821612188,55.06344547741459,7.406410632114804,1.0
27.55000000000001,36.35000000000002,2007.0,19.7,4.140094240837697,0.0
29.83001724305219,37.86060953553505,1309.9769980227722,54.64818863644706,7.489996780152079,1.0
29.340546201011357,37.07046817229545,1297.5195071789765,55.828361396965974,7.584018783706382,1.0
29.446769070842397,37.50252724406058,1275.7373637796973,55.33918733866074,7.392640293337079,1.0
25.950000000000045,35.650000000000034,1553.0,32.6,5.301340314136126,0.0
30.704780350177444,39.91688198766265,1323.1177187696592,66.34909542775002,8.90018922397088,2.0
30.150752217983,39.37073072604063,1281.5886092705434,69.43909733842042,9.322297745762086,2.0
23.75,34.85000000000002,1416.0,46.9,6.953968586387434,0.0
28.650000000000038,37.950000000000045,1543.0,36.4,5.88117277486911,0.0
25.007472959715916,35.45169487141447,1868.406756206737,42.0118653931746,6.743796011977617,2.0
30.450000000000045,39.35000000000002,1375.0,54.0,7.774869109947644,0.0
26.81044670204105,36.35947130109904,1332.577513967553,71.34735650549507,9.94746378360775,2.0
27.170494311901134,36.76425691262685,1396.0939840420685,46.5903999841811,6.808277552774408,3.0
28.40055857820824,38.22946921353314,1309.0656437170346,66.51466473550158,9.100694081926049,2.0
27.45517388989538,36.2913911191627,1379.172177616746,48.515778511474664,7.004996601487806,3.0
27.281312037938132,36.718687962061885,2175.043849946616,31.58722276287575,5.519878975640228,2.0
28.350000000000023,37.55000000000001,1599.0,40.4,6.764356020942408,0.0
30.457839027153756,39.026482918538875,1367.942779410052,54.45105848407946,7.800134623725935,1.0
27.28612032530684,36.71387967469318,2115.469169448352,34.472195184099164,5.839999140595414,2.0
27.350000000000023,36.85000000000002,1358.0,60.4,8.588816753926702,0.0
28.900506369105695,36.761114012032515,1287.6769681040623,57.11817707121957,7.700244856642567,1.0
28.903466626551307,37.97605611290352,1552.7729768610982,43.28835854713988,6.862734184536185,3.0
28.835010801330366,38.202926567886166,1994.1572346336607,37.36766742062055,5.942483549206237,2.0
29.651404515285012,38.00117042940416,1349.9719096943002,54.79672279766835,7.747295890526481,1.0
30.199593590289975,38.75406515216084,1367.5853671403172,54.804877971580964,7.847955557625666,1.0
27.465067941081426,36.98630095581107,1370.3699044188943,61.350659260285546,8.793693588208571,3.0
27.224762261873465,36.58256429485496,1325.9909589138067,72.46282147427465,10.059142656782178,2.0
29.37538658146601,37.73730670926701,1345.7184345062751,55.436533546335035,7.812194071903187,1.0
29.427279011386936,37.556802471532706,1336.293852096336,55.384081482919626,7.750056034194425,1.0
27.150000000000038,36.55000000000001,1582.0,30.8,5.102157068062827,0.0
28.986129270301003,38.23938271972098,1299.224328192585,70.83664487563883,9.64273368893792,2.0
27.301436955580957,36.75,1396.271554333714,46.09425217767628,6.739230563308712,3.0
26.850000000000023,36.35000000000002,1781.0,24.9,4.64365445026178,0.0
