转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,具体故障类别
1427.031280430388,49.9953079354418,7.46941129104963,229.88541328551244,1.0
1403.764616084348,45.97079620904652,6.755977995617843,212.87611372860425,4.0
1365.9075512382121,58.01129141761863,8.296438040877915,207.11644321091774,1.0
1906.0,22.1,4.410743455497383,104.0,0.0
2031.0287926915923,21.839323371747582,4.550140363365814,207.20129567112164,4.0
1330.775922434728,54.15497576085249,7.546763563849341,206.778009695659,1.0
2495.9888465910435,13.298654385402571,3.4751749290797007,172.28027632844214,3.0
1343.7965316123882,49.41045426756069,6.952468396266644,93.05813382503194,2.0
1500.8413496678377,43.08167918419532,6.6785484756237645,96.71275745664502,5.0
1549.0,38.5,6.2446596858638745,81.0,0.0
1362.8269815131725,52.93711879981983,7.554642111664387,212.4092989191624,1.0
1470.7297664622029,46.673228186773635,7.186426244525671,247.71559195639196,1.0
1412.0,57.5,8.501570680628273,16.0,0.0
1301.0,51.2,6.9749947643979056,112.0,0.0
1302.0960187245666,66.3692222352358,9.049250198109952,40.730925687343756,3.0
1915.7701608035845,23.58095353238737,4.72912134092359,204.3892314513318,4.0
1327.4858742135782,50.9974580189357,7.088568301384411,145.350279873762,2.0
1268.8941370107889,69.29050009763581,9.196493405256078,8.88120681799417,3.0
1408.8680666910866,61.282218069082965,9.03993136723764,132.38049476383264,3.0
1314.2472699242007,66.8677401396086,9.202633137229013,26.860262943770636,3.0
1426.0,46.1,6.883623036649215,81.0,0.0
1706.0,30.8,5.50207329842932,111.0,0.0
1360.8732078999615,61.25050964122737,8.728954561006354,198.67075493747592,1.0
1365.0,51.80573407744579,7.404693928346964,220.30371773169307,1.0
1269.805749475449,67.6845379983235,8.999568824237384,206.15462001676488,1.0
1290.34409937201,69.94838509419849,9.451015082525858,139.8028985346903,3.0
1333.3361976317722,54.58736126305487,7.618148587980654,59.40171857906327,2.0
1333.4843055959946,54.45609470468989,7.6043901240031175,205.77700756472873,1.0
2738.603647254977,8.744220965044274,2.5074096292529835,133.14507820077836,3.0
1496.0,44.7,7.002219895287958,88.0,0.0
1477.04456921054,45.13349047695789,6.914990185329022,89.62660505380522,5.0
1360.5062325988965,45.79912864922535,6.524126440606796,174.53491468452881,2.0
2680.745023027299,11.938079310957352,3.3512421672783628,81.19541360322074,3.0
1610.3366106373742,33.64075446059973,5.590617830773823,129.31801294535146,5.0
1351.2960448643692,49.30964187341115,6.977380650544653,33.72805981915879,2.0
1337.6977311424967,58.833864625304685,8.241371248142052,189.37727358722145,1.0
1312.8511662218298,52.45534986654896,7.211137235751293,26.381340450722337,2.0
1336.7143973675395,67.84569954748478,9.494845680188751,80.65705800066999,3.0
1560.1801641830864,37.96535473265834,6.088965746941414,114.38253777896347,5.0
1484.0017508083076,45.83456773756028,7.123091854947024,233.7636681965147,4.0
1354.3350146929722,53.841372428729855,7.635477124594896,207.25126101972918,1.0
1371.254006358537,51.54324920518286,7.400885501220693,156.13501589634285,2.0
1521.3250131985687,41.3155321953234,6.475025463974178,102.81233726357384,5.0
1590.0,36.3,6.043664921465968,93.0,0.0
1356.62387217249,53.03761278275099,7.534102722188542,212.32798402156126,1.0
1554.8385047600336,38.425924478468204,6.142039778906206,112.79191030632114,5.0
1646.4889228459335,30.52362176350617,5.231413167616601,140.08336813634466,5.0
1655.6148397285735,29.736764930069654,5.140739246653577,142.80086338584192,5.0
2799.8006594606513,6.65290075671642,1.9468952788910048,137.4635675712345,3.0
1447.7111761133779,40.87639757084996,6.196499845030456,211.6490668016261,4.0
1637.9947855048235,31.256005160917436,5.315809809381114,137.5540027947697,5.0
1300.8575035022159,66.30814265701623,9.032187338259261,41.38930072378259,3.0
1321.6553948608416,52.65412235974109,7.286929441882904,135.31078972168328,2.0
1523.2293893416745,38.1293893416746,6.081835019275205,214.2568702194418,4.0
1497.0,41.6,6.52096335078534,118.0,0.0
1355.0989313098926,51.48124251658564,7.305603443071153,35.03126247235727,2.0
1351.4893457473754,53.51047043280289,7.57230345561457,8.856355057906933,2.0
1454.5372265308697,42.6078466836413,6.482682118742825,207.4793374411204,4.0
1362.9578361967833,51.968655212866885,7.416850713603986,89.15672393566557,2.0
1573.8639365649856,36.785509469507915,5.953005567664237,118.45726111046235,5.0
1484.195156648905,44.516950937827744,6.843942880322454,91.75589109100727,5.0
1627.9184836706754,32.12480629683954,5.415926631379257,134.55350402637893,5.0
1348.0,55.5,7.833926701570681,102.0,0.0
1557.0,39.4,6.423643979057591,2.0,0.0
2777.309246696296,7.41414857335613,2.153240177309051,68.25922060398824,3.0
1361.7386474133787,54.569534537252046,7.781352778856613,155.30887123873435,2.0
1367.3113696098276,57.76198311090959,8.269634127587842,206.7335272073706,1.0
1379.0954649021996,54.2350037974732,7.831984759916189,206.92044591483364,1.0
1470.1433743484613,45.728526833954895,6.983559558195536,87.57158258376403,5.0
1597.8618337277046,34.71635744747792,5.714565588581094,125.60330159891647,5.0
1455.0,49.0,7.465445026178011,204.0,0.0
1291.9220975317728,67.32337074046818,9.107236169538456,7.844195063545493,3.0
1287.2324670644346,68.2963094809065,9.205845533783911,124.50551795941223,3.0
1524.1412376846636,38.862336617423054,6.202248080690125,213.8352227012259,4.0
1376.0,50.4,7.261821989528795,202.0,0.0
1336.1516562700604,53.23695633425368,7.448501333895534,174.27484405090598,2.0
1329.4665116534143,50.926558157389955,7.089597319073173,149.39953496024268,2.0
2672.9691852428605,11.815302924887273,3.3070383829044405,119.25609328494558,3.0
1358.2289390040776,53.159935674286444,7.560269340387215,210.1717042530581,1.0
1257.1226822103763,61.4887651291626,8.090859217778588,98.31425443410177,2.0
1506.9421606797898,36.85392481101426,5.813972074476308,210.48140878993246,4.0
1379.4697194391483,53.76988552103194,7.7668418260605545,216.3011447896806,1.0
1589.9543705256285,34.86595006110281,5.796783245193963,229.7272359001323,4.0
1281.9593099664914,61.80474260662086,8.297286429269539,186.50848850020208,1.0
2541.3462456879674,12.729596062878246,3.386400988492835,36.90766458036694,3.0
1546.2871199719489,38.95183051156267,6.306993442777751,214.0,4.0
1785.9670891372991,26.488403546326726,4.949100988678993,215.86434904154868,4.0
1356.0034218424823,65.29954375433567,9.271873842516683,66.00423656688301,3.0
1285.2691994308288,56.87232966049168,7.644795079695481,88.0635478755801,2.0
1309.3486110320664,59.89263875451295,8.211710655901465,191.60555587173423,1.0
1403.8516819743552,60.58756371965613,8.906693673364341,189.19138633760747,1.0
1565.0,39.5,6.473036649214659,124.0,0.0
1493.450060554992,38.72262413773339,6.055872316561841,209.15042388494328,4.0
1359.8867183165228,60.43554509774329,8.605854129142342,187.79297178434072,1.0
1338.5747025669705,58.8660864118338,8.251193064192156,203.17011897321177,1.0
1479.9289103407286,44.884796175066064,6.88633174771311,90.48549774590586,5.0
1282.4608406499265,68.0181077570597,9.134060700773782,110.55952615865908,3.0
1348.4177295130926,62.14771518124252,8.774438576412354,104.6334572317303,2.0
1421.0519328520747,60.73715037240718,9.036090545278928,145.8468731522931,3.0
1493.0,43.7,6.831842931937174,153.0,0.0
1444.6364314512398,41.82722661315692,6.32688624040993,210.1818588707439,4.0
1609.6946670516995,33.69610426309791,5.5969960985904965,129.12685641095055,5.0
1539.0,39.0,6.284921465968586,119.0,0.0
1577.4608676261323,36.82065257788908,6.073437460807333,218.57662958643294,4.0
1362.952750390417,59.5377996876664,8.49676680854263,205.4283497657498,1.0
1570.5910635122038,37.06770385716999,5.985524407834092,117.48267224585624,5.0
1374.0,49.461339572219146,7.116217860966398,173.94712121195354,2.0
1256.7481571457158,59.67260428943062,7.8533524651313495,211.28992652407803,1.0
1569.4721864895293,37.16417592045836,5.996641424132401,117.14949553243763,5.0
1355.7104023248112,51.65057295148614,7.33308294555633,34.749045080856426,2.0
1338.3176419408287,59.964320208283716,8.402797013229861,203.22745268639045,1.0
1332.4524907318855,68.79366543091807,9.598447282235057,77.01130097462979,3.0
1263.7892730758763,67.51811675861559,8.934756125443581,195.30870055169356,1.0
2557.8157216666755,12.629172428861734,3.381700531487036,48.757653394315305,3.0
1306.8902945646485,46.535759300133066,6.369805998234648,207.21941087070303,2.0
1587.726743996428,35.590227406530204,5.815266519464554,122.58529710115857,5.0
1646.1408730923126,30.553631386707266,5.234871344614801,139.97972665415531,5.0
1390.505725024577,45.81260794864399,6.667606927997605,203.7220622983052,4.0
1400.823642811237,53.7230644739281,7.880203490313602,206.9418568674223,1.0
1300.8247472718247,54.26846621754239,7.386597064234089,86.71089154158047,2.0
1406.0,47.1,6.934303664921466,213.0,0.0
1351.0,53.70562363041667,7.597518065412872,8.015729394930554,2.0
1369.3601672155246,54.38139143781645,7.797289665208378,90.1186622758033,2.0
1493.8590940608094,43.683704778756876,6.747923257489209,94.6335968981077,5.0
1443.2176291386888,42.792012185691576,6.466386449356434,209.33057748321332,4.0
1410.2873888148715,61.709579627162384,9.113688644292296,128.04789813581195,3.0
1335.3915280172473,52.782541594825844,7.380639252482186,168.04493211210684,2.0
1311.1002025584212,45.1,6.191687867579559,214.37074049405695,2.0
1463.3176060679245,46.317059743476726,7.05137950237656,85.53902047355975,5.0
1359.1411272052624,49.20826731657953,7.003206903007051,40.57661838421323,2.0
1604.585542944016,34.13662429727151,5.647759689963069,127.60547278777365,5.0
1353.9840917466781,46.25384880871558,6.5592502628775575,174.36606239291356,2.0
1324.6985537699911,45.24695503712933,6.2761722051231335,207.2087036462267,2.0
1586.4061100472475,35.70409540037066,5.8283881662940225,122.19204165851372,5.0
1554.4545695690028,38.45902822382819,6.145854508934338,112.67758293832532,5.0
1574.061497291183,38.223235297969865,6.299836697304149,223.17994647853794,4.0
1441.63058678954,44.93058678954008,6.782569753433866,223.7646697385021,4.0
1647.0999228502956,30.4709399853523,5.225342351191644,140.2653103598658,5.0
1364.9404282139103,59.04733941978365,8.438788733454572,189.47021410695513,1.0
1267.954264994116,66.0306196449585,8.766511635151662,186.38371786975105,1.0
1439.2364254845368,48.39339264711105,7.290646974674943,78.36818003317319,5.0
1268.8216689983526,63.499857929696745,8.435928999642382,20.727531036915003,2.0
2560.1119774630474,12.87653358374392,3.4517819284282987,145.6640676108583,3.0
1621.0,32.5,5.516492146596859,169.0,0.0
2158.0,16.8,3.796272251308901,32.0,0.0
1371.0607342004864,49.275966171071566,7.072588897748601,180.82299442386378,2.0
1412.0,48.3,7.1413193717277474,27.0,0.0
1328.5203654382108,60.560783317850216,8.424392544961126,186.5067884794036,1.0
1447.0,47.1,7.136513089005235,185.0,0.0
1753.0,27.5,5.047905759162304,130.0,0.0
1411.026320972335,51.06856762577975,7.545998077334149,228.01316048616752,1.0
1269.3945458624269,66.54118098202483,8.844532076442299,184.1190894815058,1.0
1609.422736757031,33.71955069739376,5.599697962563543,129.04588161209372,5.0
1356.4910744897372,53.05089255102629,7.535255489507936,212.31138431121715,1.0
1359.684854582018,59.60790378627351,8.486790459642995,189.2060179258745,1.0
1326.281440455846,57.76825481480019,8.022357217294875,54.88742381766157,2.0
1491.8884077547023,43.85362173137233,6.767503739829869,94.04677030917804,5.0
1447.593807203232,62.162864168505195,9.422183766920403,137.785292107676,3.0
1618.1913158837467,32.96350431935696,5.512574502979302,131.65696961871566,5.0
1457.351340955136,46.83148437986828,7.110659535083251,83.76239930664048,5.0
1515.6390527907236,38.603321228057936,6.127268874036612,211.84233620405772,4.0
1443.7701340805106,61.17185391239572,9.248288458150654,153.51132679553217,3.0
1459.8753242037137,60.12493515925724,9.189600827301096,102.59795048633191,3.0
1445.519669632298,41.226624650037394,6.2400440427921335,210.71180177937876,4.0
1299.8153555085635,53.135854287639816,7.234275676302106,47.689443087862614,2.0
1539.7150558730527,39.729901849167895,6.292304396336049,108.28848330442017,5.0
2589.739938661147,12.440333674104739,3.373261549443153,54.65227560974245,3.0
1265.7448772244704,68.36734970340395,9.061186026554035,81.9966977053077,3.0
1557.1243138082941,38.22883694275153,6.119328278062625,113.47257344513648,5.0
1602.7124678296746,34.29812499601917,5.666370320221895,127.04771264261421,5.0
1568.0,35.2,5.779434554973823,23.0,0.0
1518.7186820728064,36.06442708416449,5.736515948829309,205.92558876883868,4.0
1464.8735796045162,46.18290024743282,7.035919552073279,86.00235481556707,5.0
1354.4369335464162,51.34259819264737,7.284038358327985,158.24131419439308,2.0
1361.7781699373215,52.53882026096872,7.491719011001155,212.8336274529912,1.0
1210.3442240622894,75.30311220711596,9.536043008333747,14.270572485777937,3.0
1316.3609480865834,61.19343730751667,8.434825270154295,199.5406115261666,1.0
1485.696889159539,43.17422228988475,6.719794217687833,227.83466681429402,4.0
1346.6133956956335,47.50408930463756,6.698398098340765,108.8773208608733,2.0
1551.355142061485,38.72626775114307,6.176650016767848,111.75464230275333,5.0
1527.5790345400892,40.77629657743232,6.412886322875839,104.67464584082654,5.0
2656.30642203877,11.94946264724981,3.3223127115756803,124.1494626472498,3.0
1334.0,53.0,7.403350785340314,156.0,0.0
1379.3697735513101,54.15562717384279,7.8220345272334475,207.81350181288232,1.0
1921.266252615654,23.333090568313644,4.693970276362259,204.92806398192687,4.0
2600.8063344628326,12.33586629974212,3.3582737103346965,78.0686028792469,3.0
1309.2172306655584,56.72031919124415,7.776846323860129,41.22565391742857,2.0
1353.4238906288938,44.37421704183992,6.288467801174263,207.2578295816008,4.0
2639.691174830409,12.107703096853244,3.344317247394881,124.30770309685325,3.0
1449.0,48.8,7.404314136125654,147.0,0.0
1265.76654974453,62.727992135028146,8.312313517490036,196.0778167518233,1.0
1601.7125647028165,34.38433886562383,5.676305227394662,126.74996371150533,5.0
1370.1824063103636,44.57328599484545,6.39520353896312,84.08796844818184,2.0
1550.9541939784563,38.760838385857554,6.180633784673952,111.63524887358474,5.0
1331.0,61.01783756281392,8.504161444618358,47.0696162180329,2.0
1605.161598563539,34.08695550163264,5.642036076392326,127.77700935003162,5.0
1300.090295868135,59.75649609248284,8.131480309713496,32.14501302505719,2.0
1317.9153228382922,67.25273728040104,9.280752629818272,68.22883070957309,3.0
1399.0,42.6,6.240565445026178,194.0,0.0
1325.9609011542227,48.75520361003812,6.769315206171104,77.58648268665999,2.0
1332.1971343706641,52.47885374826561,7.320737370414749,155.99522395110668,2.0
1411.9557692187075,45.33729395647473,6.700135361895941,205.40676510881318,4.0
1355.0,43.8,6.214554973821989,142.0,0.0
1441.2554134926577,44.55541349265757,6.724180217187115,214.3853373164394,4.0
1378.0,51.91895384467984,7.491551664708776,215.49939601576344,1.0
1533.0,39.4,6.324628272251308,26.0,0.0
1387.7097990766122,42.558664253917534,6.172957443996476,209.10438370980853,4.0
1229.4903926953846,65.1439551205275,8.3867541500221,206.75820482109947,1.0
1524.7548635970875,36.72553267968102,5.86455342678639,206.50046319972262,4.0
1463.6420875438207,41.45730976416368,6.347908352269603,219.566161616533,4.0
1300.2450328455834,66.34314098025237,9.03267749802186,38.764426481071794,3.0
1289.5184878437078,69.83949594790262,9.430388161902252,136.99369934878274,3.0
1368.6547786366507,59.52819747008916,8.531541347636708,92.8273893183253,2.0
1400.4998026242872,54.88688261922526,8.048230548358921,218.84195982842215,1.0
1573.874131578735,36.78463043276685,5.952904271336118,118.46029695900107,5.0
1419.1168417958322,45.98031010877255,6.831605092793366,216.9199428835578,4.0
1307.7661107614686,57.99761170550336,7.942053284528584,199.10500314678248,1.0
1536.0,40.9,6.578261780104712,22.0,0.0
1353.332923875877,45.63856547766198,6.466348101387098,112.38442640425095,2.0
2030.6789248208859,21.089053391896016,4.428665884955235,209.04821209934533,4.0
1419.2149238197585,62.00716412732528,9.216238444296074,129.5358206366264,3.0
1623.1057687329032,29.368444033313786,4.99238356650841,230.57867160023454,4.0
1320.6088969698023,67.96577848485771,9.39969891102853,62.24443939387349,3.0
1884.4990544991044,24.9912191108247,4.929120306406508,201.3234367155985,4.0
1522.8501451419659,36.51692065840577,5.82415117144813,206.31906144209196,4.0
1659.8185674820709,29.374310181545884,5.098971555475523,144.05264009466111,5.0
1497.1536136255584,37.94738628993916,5.949426523655853,207.07190029046666,4.0
1416.0,43.8,6.494324607329842,112.0,0.0
1590.0,29.8,4.961465968586388,17.0,0.0
1334.381472823014,55.77877440097551,7.795593041092349,187.0,2.0
1493.0367779689102,37.875394836265805,5.921429976661226,206.25744578237104,4.0
1494.1336165882335,40.123914005878596,6.278235599354501,213.93531611763424,4.0
1383.4341311819262,53.621220080677766,7.767672069357472,217.78779919322236,1.0
1362.20783060079,54.968677596839896,7.840639215917996,74.15661201580049,2.0
1650.0,29.6,5.114136125654451,13.0,0.0
1645.0,32.8,5.649842931937172,157.0,0.0
1335.839993254424,66.87021713566747,9.3492789723576,16.183134155560477,3.0
1282.475934833148,67.8599212772086,9.112876812232368,10.80157445582807,3.0
1447.3032798766517,59.53483600616742,9.022323318281801,161.92896016446446,3.0
1507.7895210741474,35.21183381202421,5.559047237586105,205.0756549328658,4.0
2632.406962984729,12.015962020083295,3.3117879340081453,108.16278519389164,3.0
1333.5372194379536,65.27636848942318,9.114506513808406,205.13430485948837,1.0
1378.0,47.3,6.825068062827224,71.0,0.0
1378.0812015835047,57.05498708893459,8.233261793072462,203.54060079175235,1.0
1517.2201730360764,41.66946063600052,6.515810620933882,101.59000708185386,5.0
1265.461884555431,66.92075551591749,8.867191128594076,191.72453309550497,1.0
1263.5636456053996,67.9803665937279,8.994588483025451,196.09816703136053,1.0
1362.1716122676526,66.32860204460876,9.461135923766353,75.60028574968173,3.0
1351.0927525091136,41.83787394122137,5.919088925315777,10.146858139429805,2.0
1333.3299235040997,66.18154877927199,9.239621074549518,204.9528680708429,1.0
1314.997481537174,61.0,8.399460353274096,188.11809149343986,1.0
2609.2555638090867,12.41214084088696,3.3873887598291184,152.05645520731895,3.0
1637.4194932005666,31.305608141817803,5.321525838750837,137.3826935308354,5.0
1353.5993840136118,50.27211087754987,7.12414118476035,9.459938401361185,2.0
1281.7594776010026,57.45982657548435,7.703051029312018,88.36874107817368,2.0
1371.5164056722265,55.84835943277736,8.020551951890017,201.49453144259118,1.0
1565.0,35.9,5.883089005235602,81.0,0.0
1326.9473686240842,61.75789181318571,8.58102136443491,185.26316073718056,1.0
1365.0,51.50263674834044,7.361371639946042,220.94181737191485,1.0
1621.8058446965476,32.651851612830995,5.476661015698483,132.73329597630533,5.0
1368.734359351309,50.7527433729974,7.273974166211276,219.86717967565443,1.0
1538.8590190846394,39.80371124336887,6.30080986631701,108.03357457187039,5.0
1352.861461093856,50.77069702093232,7.192260664705329,35.815281458474736,2.0
1522.2324711096887,36.09171772817382,5.75303390962762,213.90447012472103,4.0
1517.0,41.7,6.623968586387435,210.0,0.0
1624.9028604759174,35.0096918183759,5.944648056101147,216.61291750582734,4.0
1513.0,40.5,6.416387434554974,25.0,0.0
1334.6346825237333,52.10722552577779,7.292646221580589,196.57687831751105,2.0
1660.0,38.0,6.605235602094241,99.0,0.0
1317.6888130636462,54.7409588802589,7.5530027762670775,230.70479440129452,1.0
1568.194755591418,38.86857688494401,6.3824441063478545,215.5531822688435,4.0
1408.3467624195646,49.83651479479471,7.3484194978002675,223.81742602602645,1.0
2856.531995040173,4.80080016844695,1.433517116058939,143.73601459873575,3.0
1587.635792128192,35.598069478724774,5.816170205375562,122.55821365595051,5.0
1496.5129481544184,43.45488358135238,6.721554909034376,95.42385567264901,5.0
1511.3603376768594,35.25851317413221,5.580433191111243,205.2247940644628,4.0
1757.3594662792736,26.356843785694267,4.804531756879928,221.08865150365403,4.0
2570.364039248462,12.715899018788447,3.422383588673897,107.89946715365076,3.0
1362.8070758168712,56.28424549012272,8.032205958802033,72.65182054114824,2.0
1360.2619822109996,47.533224904600694,6.770296839598306,54.25081321549481,2.0
1401.638772004675,61.58745288871574,9.038869854036555,123.93914889494926,3.0
1312.2410124222756,57.482338452899235,7.8967478010709,224.07783625058264,1.0
1291.2500647379725,63.03335059679263,8.523623186650694,214.5833117540092,1.0
1340.4778012924698,59.54432699696452,8.358431770303405,189.9950669538822,1.0
1478.0,42.3,6.546534031413612,193.0,0.0
1445.4749746049893,47.85549107850315,7.228661563548975,80.22588132681902,5.0
1269.258129467625,59.56198530358743,7.91639613500703,198.35568307912493,1.0
1525.0,43.7,6.9782722513089,34.0,0.0
1493.3930795057586,43.72388558928127,6.752553517382621,94.49482811949252,5.0
1527.2511105424855,40.8045709132257,6.416144532984805,104.57699736154011,5.0
1567.2250606230268,36.46791040960292,5.980489012853155,211.3794188968267,4.0
1366.4146555957057,47.96536199277298,6.862038687858301,10.741465559570564,2.0
1342.134570269343,52.239404278892884,7.346735653547002,193.00725101432494,2.0
1523.0,39.1,6.235528795811518,53.0,0.0
