厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,是否发生故障
27.62277744861461,37.22277744861457,1397.214886650579,48.042687954065386,7.0308343361013925,1.0
30.73350977986384,39.545209046076565,1294.686344761023,62.42601833278254,8.438925619881939,1.0
27.577199674155608,36.35042079538597,1378.3932672738244,48.128882855699445,6.94541200780759,1.0
27.41466396287207,36.308893395213296,1381.6490150659722,47.49399188861607,6.871069927735191,1.0
25.850000000000023,37.150000000000034,1658.0,27.6,4.791706806282723,0.0
30.734905955201615,39.55125913920693,1294.4024557756754,62.500015625684625,8.447207254410811,1.0
26.150000000000038,35.650000000000034,1397.0,45.4,6.64123560209424,0.0
29.453685623575886,37.51240803367985,1275.687959831601,55.31646152253642,7.3893097947209085,1.0
29.58418836144911,37.32363647081345,1304.1058428544081,55.5524031103215,7.584769306678739,1.0
26.75,37.35000000000002,1549.0,42.8,6.942115183246073,0.0
25.25,36.150000000000034,1694.0,30.9,5.481109947643979,0.0
27.75,38.05000000000001,1518.0,35.0,5.563350785340314,0.0
26.866436801152123,36.746280800740635,1378.6790639975313,58.54191951873272,8.454385062537042,1.0
29.48459435516252,37.72881040377627,1277.1443254017688,60.88545810666812,8.140051005140998,1.0
30.18632429662674,38.80390267685159,1371.79102711012,53.984756692128954,7.754005687471257,1.0
25.850000000000023,37.35000000000002,1336.0,56.8,7.946052356020942,0.0
29.160540033000128,37.09362861857162,1277.7818569071421,56.27965417728535,7.530466960923357,1.0
25.150000000000038,35.950000000000045,1646.0,30.2,5.205151832460733,0.0
27.350000000000023,38.05000000000001,1397.0,45.2,6.611979057591623,0.0
29.02907421541869,38.7792981955593,1408.4962669976558,54.65126922079701,8.05832024130875,1.0
27.26834550500795,36.75,1395.7751825751188,46.22661797996832,6.75616610934804,1.0
29.030341137452606,36.804578117816526,1286.4407549090208,56.758976587642245,7.644714105042935,1.0
29.55000000000001,37.51097065019959,1285.4272012350325,55.06951467490022,7.41248300719074,1.0
29.580377086753124,37.31542757146825,1304.205522346457,55.513117663455176,7.580117003536749,1.0
24.450000000000045,35.650000000000034,1385.0,44.4,6.439162303664921,0.0
27.474892067061344,36.27323259592388,1379.9253237988162,47.658081489809696,6.886290590089292,1.0
30.650000000000038,40.05000000000001,1506.0,46.9,7.395958115183245,0.0
24.771904573933774,35.33599731423087,1388.8581720517486,56.726564499090216,8.246753406340911,1.0
24.05000000000001,35.150000000000034,1453.0,45.8,6.968314136125654,0.0
29.842558430971188,38.16046535914264,1346.1488313805767,54.35069699440061,7.662867909755351,1.0
27.28747157646704,36.52088070588833,1387.5846597648733,47.11241472940101,6.844956642679891,1.0
29.543186426688106,37.828416925369766,1276.8806610799036,61.216503310787665,8.182527496114094,1.0
30.501092773914117,39.456857715653975,1272.5700825173865,66.62867417261461,8.876964460904652,1.0
29.543150457915555,38.76917706061981,1527.4660008720925,43.43559441780461,6.83707373335312,1.0
26.75,36.450000000000045,1410.0,51.2,7.559371727748691,0.0
29.469868933861513,38.709301250036894,1291.8991275729545,70.2561572793662,9.509636899412099,1.0
27.447042719773435,36.26478640113305,1380.5027376385237,47.54972623614762,6.873476216072455,1.0
29.25,38.05000000000001,1506.0,40.8,6.434010471204188,0.0
27.150000000000038,36.75,1405.0,52.1,7.664973821989529,0.0
25.75,37.05000000000001,1532.0,37.7,6.04779057591623,0.0
25.7034933380401,35.92408130368298,1373.9080845275898,63.94889756441957,9.198279575281376,1.0
25.628582721774798,35.878404098643166,1374.3100439319403,63.89408491837178,9.193073043520313,1.0
27.350000000000023,36.150000000000034,1471.0,45.2,6.962219895287958,0.0
27.438952367469557,36.30523816265244,1381.8780975301827,47.41219024698173,6.860212274080646,1.0
28.42579101252161,37.3905853937584,1360.107595499904,60.53180448738243,8.6229688870193,1.0
26.55000000000001,36.05000000000001,1456.0,40.6,6.189905759162303,0.0
27.850000000000023,38.05000000000001,1602.0,32.7,5.48538219895288,0.0
24.209194389262603,34.872657615436594,1384.8612084161061,59.509960619460095,8.631057480542236,1.0
27.235927104140885,36.75,1395.2889065621127,46.35629158343659,6.7727572019383855,1.0
27.450000000000045,36.25,1555.0,37.9,6.171151832460733,0.0
26.25,35.85000000000002,1415.0,51.7,7.660261780104712,0.0
26.05000000000001,35.55000000000001,1448.0,51.4,7.793424083769633,0.0
30.450000000000045,39.450000000000045,1436.0,42.0,6.315392670157068,0.0
27.25,36.35000000000002,1547.0,50.7,8.212869109947645,0.0
27.55000000000001,37.35000000000002,1476.0,43.1,6.661319371727749,0.0
29.323211127410993,38.27290422580067,1368.2801647903023,58.75746239196645,8.416636198973062,1.0
28.288635589231955,37.26597960543348,1326.3465889730799,66.9041952051369,9.28846279481493,1.0
28.280355320740316,37.26054567923584,1326.3258883018507,66.95620564160002,9.295559223349315,1.0
27.950000000000045,36.85000000000002,1470.0,40.1,6.172460732984293,0.0
24.19169647797711,35.1122537816923,1388.9907116047461,61.28315805438628,8.910927470964893,1.0
25.150000000000038,35.05000000000001,1534.0,33.2,5.332858638743456,0.0
30.396871511949843,38.58155866314482,1323.2716761811403,53.05219552251539,7.349263521042222,1.0
30.25,39.150000000000034,1522.0,42.1,6.709549738219896,0.0
27.668783800209823,36.82533109011542,1329.1005408033568,70.04252012818522,9.740248865372097,1.0
30.131674316199263,38.82884633753873,1274.2324655771033,64.5414598865257,8.609153486213842,1.0
27.55000000000001,37.650000000000034,1296.0,58.2,7.89813612565445,0.0
24.150000000000038,35.55000000000001,1430.0,42.8,6.408795811518324,0.0
29.55000000000001,37.482574208682756,1287.556934348795,55.083712895658635,7.426688661572591,1.0
27.769051566737616,36.5477814622884,1379.0428452997874,48.344453655721,6.980427790394069,1.0
23.55000000000001,34.75,1424.0,53.8,8.022115183246074,0.0
27.25,36.25,1530.0,40.4,6.472460732984294,0.0
29.103756193977844,38.680996035393555,1673.197026890649,44.46833498045433,6.921564670326845,1.0
30.637032457485006,39.65682915227998,1271.6552847462,66.37203186291983,8.837161587310169,1.0
26.25,35.950000000000045,1373.0,44.1,6.340240837696335,0.0
27.725790740733636,36.85668490740352,1330.012651851738,69.54941009265423,9.677185459732529,1.0
30.287952516129042,38.8394361885856,1285.6997034243177,62.806587473945335,8.44383207417873,1.0
25.48647667984726,35.79175407307759,1375.0725641569172,63.79010488769309,9.183196210867992,1.0
30.383482481116754,39.04519303625143,1283.201227416947,63.791280959203256,8.560442497650557,1.0
25.650000000000038,36.85000000000002,1530.0,38.3,6.1360209424083765,0.0
25.450000000000045,36.650000000000034,1279.0,55.9,7.4865026178010465,0.0
30.05668539788858,38.58541919610199,1273.4409680064966,60.30070877791114,8.0394192771814,1.0
29.688321336734443,38.149834307049765,1360.6134727736512,55.22319163358093,7.86749146267823,1.0
28.84480167461614,37.55353398457294,1358.245325890595,58.250524215978906,8.286317342149031,1.0
28.25,36.950000000000045,1623.0,32.3,5.48930890052356,0.0
23.650000000000038,34.650000000000034,1627.0,30.5,5.196178010471204,0.0
27.60812424882615,37.12304609252723,2391.1003605634496,18.91795591744667,4.1087455931653825,1.0
24.25,34.75,1390.0,52.0,7.568586387434555,0.0
30.305147441772288,38.94252874712135,1372.2148924238456,54.19347830432856,7.78586621125539,1.0
26.925220066152047,36.61634706636065,1393.5139893322205,47.64772080216991,6.951899930222218,1.0
30.222088841475134,38.837282918710095,1371.6837334755746,54.068207296775206,7.7654510908184475,1.0
24.150000000000038,35.450000000000045,1376.0,53.5,7.708481675392671,0.0
30.140653489890287,38.51803697760449,1336.3663627745036,54.41925534246084,7.620059853961565,1.0
27.25,38.75,1438.0,46.7,7.031895287958116,0.0
30.118987345962783,38.81929421082253,1373.3070578917748,53.80757576760777,7.735908479679177,1.0
30.174579442494625,38.537261684080285,1336.0044859467241,54.27676634152262,7.597711591542326,1.0
28.090202866197345,37.48879514859164,1573.9282160809908,40.72305667218255,6.587108605322627,1.0
27.350000000000023,37.75,1447.0,46.5,7.045602094240838,0.0
28.95970222894126,36.806717469916094,1279.2164126504197,56.93954981919306,7.62717554600421,1.0
30.950000000000045,40.25,1696.0,29.6,5.256712041884818,0.0
28.695184222130774,38.21215676318559,1405.1880778738393,50.52041537166646,7.436391504066032,1.0
25.150000000000038,36.25,1631.0,29.8,5.089403141361257,0.0
25.850000000000023,35.55000000000001,1940.0,19.9,4.042513089005236,0.0
25.950000000000045,37.450000000000045,1791.0,28.0,5.251099476439791,0.0
30.45118402207457,39.04644793377644,1370.5382313909356,54.577503580584036,7.832609654794034,1.0
28.55000000000001,36.950000000000045,1462.0,38.3,5.86330890052356,0.0
28.650000000000038,37.450000000000045,1441.0,46.3,6.9862094240837695,0.0
25.75,36.75,1376.0,51.0,7.3482722513089,0.0
27.450000000000045,37.55000000000001,1501.0,45.3,7.119926701570681,0.0
29.150000000000038,38.55000000000001,1449.0,44.5,6.751884816753926,0.0
24.25,35.650000000000034,1324.0,53.5,7.41717277486911,0.0
27.436722186644893,36.31638906677575,1382.2572282703754,47.37427717296245,6.856555945162138,1.0
28.350000000000023,37.55000000000001,1790.0,26.2,4.910785340314136,0.0
27.407764928339645,36.46117535830196,1387.1799621822665,46.88200378177335,6.809081202409764,1.0
26.05000000000001,37.450000000000045,1704.0,30.6,5.459937172774869,0.0
26.75,38.25,1497.0,37.0,5.799895287958115,0.0
29.56184064554606,39.15417461472394,1410.463377842454,53.49719178252764,7.901560905561796,1.0
27.950000000000045,39.05000000000001,1491.0,42.6,6.650952879581152,0.0
25.05000000000001,35.650000000000034,1470.0,43.3,6.665026178010471,0.0
25.163502981723408,35.56883961075444,1389.7048713118343,55.07550094192311,8.011273486467863,1.0
27.887651893848822,37.41422072275918,2256.9270909525694,23.693219853250568,4.634450259385282,1.0
30.55000000000001,39.55000000000001,1564.0,40.2,6.583539267015707,0.0
30.650000000000038,39.35000000000002,1525.0,38.0,6.0680628272251305,0.0
26.05000000000001,35.450000000000045,1462.0,55.0,8.419895287958115,0.0
27.450000000000045,38.55000000000001,1500.0,36.7,5.764397905759163,0.0
27.450000000000045,36.55000000000001,1470.0,43.8,6.741989528795811,0.0
30.111761140616732,38.81673182111497,1370.1835613739024,55.847984757034965,8.011965828231494,1.0
24.12477976563266,34.915982245766855,1382.5689164459359,61.52228772774546,8.908844571037134,1.0
26.950000000000045,36.150000000000034,1520.0,38.2,6.080000000000001,0.0
27.650000000000038,38.25,1453.0,44.6,6.785738219895288,0.0
24.75,35.55000000000001,1545.0,35.9,5.807905759162304,0.0
26.25,35.450000000000045,1542.0,41.8,6.749277486910994,0.0
26.55000000000001,36.35000000000002,1375.0,46.8,6.7382198952879575,0.0
28.221937292708294,37.30264176278398,1390.8772982154344,49.77545964308689,7.253961565596889,1.0
26.55000000000001,37.150000000000034,1462.0,40.4,6.184795811518324,0.0
28.75,37.75,1590.0,34.3,5.71068062827225,0.0
30.650000000000038,39.75,1378.0,45.6,6.579769633507854,0.0
29.350000000000023,38.150000000000034,1393.0,47.5,6.928534031413612,0.0
27.205882873118384,36.75,2047.2707867537213,27.75570601287327,4.927049241088269,1.0
24.05000000000001,35.35000000000002,2440.0,14.0,3.5769633507853404,0.0
24.25,35.55000000000001,1323.0,51.1,7.079089005235603,0.0
28.25,37.25,1610.0,38.6,6.507434554973822,0.0
29.391290109532164,37.42327158504596,1276.1336420747705,55.52147535439437,7.419354844789232,1.0
24.850000000000023,34.650000000000034,1314.0,47.8,6.576879581151832,0.0
24.05000000000001,34.950000000000045,1770.0,27.2,5.041256544502618,0.0
24.75,34.75,1406.0,58.5,8.612670157068063,0.0
24.350000000000023,34.950000000000045,1548.0,38.2,6.192,0.0
23.54829704629426,34.605449615858284,1386.2772480792914,61.88664831814741,8.982996885423223,1.0
23.850000000000023,34.75,1448.0,45.6,6.914010471204189,0.0
25.150000000000038,36.150000000000034,1529.0,41.7,6.676366492146597,0.0
28.085228630961108,37.25814446759599,1361.6212060846174,62.385977453656274,8.896591642354286,1.0
27.61972857780254,36.408413339282326,1379.4908142665925,47.99603334820582,6.93264130675183,1.0
27.777355363308956,36.76655146272065,1320.3092036805137,69.38115709352853,9.597583249737813,1.0
27.81627308166026,36.63458673574323,1425.6009986666968,45.182597661042585,6.693262735745877,1.0
27.36859235998964,36.65703820005192,1393.8392988017654,46.21607011982347,6.744858699513865,1.0
30.51391573911939,38.695873608679065,1331.0257249562233,52.79021065220156,7.357359225792251,1.0
28.350000000000023,37.35000000000002,1551.0,34.3,5.570607329842932,0.0
27.460132518228725,36.87026503645744,1346.026503645742,68.67003056642338,9.670937294032619,1.0
27.150000000000038,38.35000000000002,1464.0,41.0,6.285235602094241,0.0
27.450000000000045,38.35000000000002,1282.0,60.2,8.081298429319373,0.0
24.850000000000023,35.950000000000045,1557.0,36.4,5.934534031413612,0.0
29.5118502771887,37.595500395983876,1275.2724980200808,55.12534908923716,7.361302013123352,1.0
28.75,38.05000000000001,1474.0,41.8,6.451643979057591,0.0
29.830982689458644,37.85519348498782,1297.651221968005,58.09628310672743,7.886023380239208,1.0
29.8838420941805,39.11144660577534,1285.6303911452671,69.75938948698342,9.395735760558258,1.0
27.279152628094288,36.7712019113413,2550.623384254516,13.086225803107554,3.4674598064628284,1.0
29.950000000000045,39.650000000000034,1435.0,41.9,6.295968586387435,0.0
24.850000000000023,34.650000000000034,1588.0,35.4,5.886408376963351,0.0
27.65347674200248,36.849156611939144,1324.7586918550062,70.89378671429706,9.83281221680504,1.0
25.55000000000001,35.25,1560.0,33.3,5.43958115183246,0.0
27.616180408287438,37.07573682544512,1363.7058648520558,64.93968444376846,9.273445558176888,1.0
27.539516989960294,36.955996728217684,1398.153581678019,46.550949661167884,6.8160983634480585,1.0
29.357741796213098,37.37534542316158,1276.3732728841924,55.631705526728446,7.435509223334344,1.0
27.05000000000001,36.150000000000034,1342.0,48.7,6.843497382198953,0.0
24.75,35.35000000000002,1383.0,44.6,6.45882722513089,0.0
27.991517285805518,37.447301397614666,1400.9048878266422,48.10347241646234,7.058705123651438,1.0
27.66421978165672,37.108395605397085,1390.4160439460293,47.931010992450844,6.9759314474271905,1.0
28.450000000000045,37.35000000000002,1602.0,32.3,5.418282722513089,0.0
23.615713581615758,34.6549519350233,1392.7114000554363,61.52943184548693,8.953996303638942,1.0
26.05000000000001,37.650000000000034,1761.0,30.4,5.605696335078534,0.0
27.653973324937308,37.25397332493727,1397.4270186095735,48.13128424282185,7.044961658187299,1.0
27.202313764909686,36.66281039181726,1391.5586909708832,46.85694129472894,6.827473283253003,1.0
30.127398551974707,38.493627650407035,1289.8988071022004,61.151646612662205,8.247848900181689,1.0
28.403872547155977,37.62225916323892,1522.113064600715,39.99450768260087,6.299417081864943,1.0
25.650000000000038,35.35000000000002,1359.0,47.6,6.77365445026178,0.0
26.379778353058054,36.3364502152793,1370.2792381055422,64.44374025833514,9.245283586004652,1.0
30.75,39.85000000000002,1517.0,36.0,5.718534031413612,0.0
29.05000000000001,38.450000000000045,1534.0,37.2,5.975371727748692,0.0
25.650000000000038,37.35000000000002,1294.0,55.8,7.560753926701571,0.0
26.450000000000045,36.950000000000045,1531.0,36.8,5.899560209424084,0.0
25.650000000000038,37.05000000000001,1707.0,27.6,4.933319371727749,0.0
25.850000000000023,35.05000000000001,1662.0,30.4,5.2905549738219895,0.0
27.55000000000001,39.150000000000034,1670.0,27.3,4.773926701570681,0.0
29.75,39.150000000000034,1754.0,26.9,4.940586387434555,0.0
29.342649580915555,38.28631005580382,1368.3270851953134,58.68574120144963,8.406660717323707,1.0
27.55000000000001,37.55000000000001,1428.0,43.4,6.489549738219895,0.0
28.078508750754438,37.39714246264701,1387.52857537353,48.92279367604841,7.104192104691751,1.0
29.715253507642174,38.20219761439018,1329.9131337691053,57.94325140512268,8.06581015811668,1.0
26.850000000000023,36.35000000000002,1735.0,28.9,5.25041884816754,0.0
29.187458784739693,36.93925038691974,1292.0520994549884,56.28762364578097,7.613972162985864,1.0
27.802432748868988,36.773390749691565,1320.092626259768,69.18053800904825,9.568517831782103,1.0
26.650000000000038,36.150000000000034,1595.0,32.1,5.361204188481676,0.0
26.63427061394263,36.34625521812147,1394.9812760906073,48.90973382854906,7.141479754861557,1.0
28.864476343266595,36.66240829422853,1280.5170122595205,57.25657097020028,7.677167530741559,1.0
29.75,39.150000000000034,1417.0,48.7,7.225958115183247,0.0
28.637598185668335,37.496978094951714,1527.8559741157019,39.76185197458929,6.278282851781505,1.0
25.450006478396798,35.400002753318624,1382.999990282405,54.949976191891935,7.959986025068553,1.0
28.450000000000045,37.25,1369.0,45.4,6.508125654450262,0.0
28.54432538724455,37.721802542624964,1384.2819745737504,50.03793047249444,7.248405328836022,1.0
28.055606355724297,37.37998703006905,1486.5293450413913,41.856974706344204,6.443102849221746,1.0
30.05000000000001,38.25,1607.0,36.6,6.15876439790576,0.0
26.05000000000001,37.450000000000045,1434.0,48.4,7.267602094240837,0.0
27.493650086939116,36.599200695512685,1373.0159860897463,55.326065388218026,7.947006714911132,1.0
24.350000000000023,35.450000000000045,1355.0,58.9,8.357015706806283,0.0
23.777145553342947,34.7345436454755,1386.9227182273773,60.92431100645548,8.846434326867426,1.0
28.11030506503803,37.32928004955277,1480.9956071851504,41.73642464383953,6.407877917760523,1.0
29.5067079075069,39.106707907506866,1410.0256137710467,53.39305045731949,7.88398851920269,1.0
24.350000000000023,35.450000000000045,1481.0,38.8,6.017047120418848,0.0
28.61361223159099,37.46362697895205,1359.2728345262624,59.50922229467137,8.472065081271133,1.0
28.58477739535786,37.46032266570361,1327.0869434883946,65.04405448540855,9.034660739321396,1.0
25.150000000000038,35.75,1706.0,31.8,5.680712041884817,0.0
28.350000000000023,37.35000000000002,1453.0,48.0,7.3030366492146594,0.0
27.950000000000045,38.150000000000034,2207.0,16.6,3.836251308900524,0.0
26.150000000000038,36.85000000000002,1373.0,44.8,6.440879581151832,0.0
28.7008133613477,37.9556545836559,1397.6250973644444,51.12501947288886,7.486990273381542,1.0
28.545096910401387,38.14509691040135,1403.4866589907292,50.66207522553983,7.448514672052749,1.0
24.188300225141404,35.02462157330517,1384.4179280889828,61.4878697523445,8.914744120461563,1.0
29.75,37.85000000000002,1469.0,48.7,7.491130890052356,0.0
28.25,37.55000000000001,1536.0,44.4,7.141193717277487,0.0
27.349792289209553,36.75,1396.996884338143,45.90083084316188,6.714483265600881,1.0
30.056271181830212,39.27894914806363,1283.0193221037143,69.55247458180376,9.348293386662094,1.0
25.650000000000038,37.150000000000034,1708.0,27.1,4.8467853403141365,0.0
30.824652353413715,39.995405068891046,1271.6629384491803,68.33872425826422,9.098964684256396,1.0
28.00833683686813,37.01208526027748,1334.5333893898896,67.1053863610909,9.36462142965688,1.0
27.350000000000023,37.450000000000045,1378.0,51.5,7.43109947643979,0.0
28.350000000000023,37.35000000000002,1538.0,44.3,7.134387434554974,0.0
29.150000000000038,36.950000000000045,1383.0,42.9,6.212638743455497,0.0
28.251273445507778,37.53363685897088,1365.692729006398,62.71254280450585,8.966736271109458,1.0
28.05000000000001,39.25,1395.0,47.8,6.982303664921466,0.0
27.614633473013075,37.03764507936201,1398.6108124444272,46.80895845078395,6.8564164047387814,1.0
30.807997215674874,39.97245639816897,1271.1292393363851,68.16058625629076,9.072168931439448,1.0
29.44650121393901,37.864046889200615,1357.3159256446224,55.42104446132265,7.876731500497372,1.0
27.39592612197558,36.520369390122255,1389.1925592641567,46.68074407358433,6.789671758300645,1.0
27.150000000000038,38.75,1390.0,49.0,7.131937172774869,0.0
29.455976670473078,37.83831389206088,1353.8804665905388,55.25272110222954,7.833611560622478,1.0
27.55000000000001,36.450000000000045,1925.0,20.5,4.132198952879581,0.0
