转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障
2704.074943406588,10.87967194871845,3.0784077683437294,25.334191190478517,1.0
2605.8295622958804,12.298057057987997,3.354269946349993,81.30939502960034,1.0
1394.0,46.6,6.80213612565445,27.0,0.0
1346.38303395287,46.95778331544818,6.618844760009302,148.87232201571,1.0
1352.5741301319508,50.16308629029163,7.104826575969346,230.53630828464037,1.0
1493.6856779335342,37.79073408197927,5.910695473436216,206.01853183604146,1.0
1399.1165628689166,57.70859282770863,8.454502533823764,191.04906582024896,1.0
1368.4556194780018,58.085799774049015,8.322470648848336,203.27219026099905,1.0
1550.0,45.5,7.384816753926701,72.0,0.0
1400.0,54.0,7.916230366492146,196.0,0.0
1392.0,50.0,7.287958115183246,84.0,0.0
1531.0,38.7,6.204157068062828,55.0,0.0
1350.2418733482434,45.54729472453639,6.439343530220846,168.45487599105397,1.0
1365.8395370438084,49.41482639142812,7.067405088870794,224.74069443428752,1.0
1379.0,55.868122049727695,8.067239822677957,205.3856883389732,1.0
1406.0,47.4,6.978471204188481,3.0,0.0
1484.0,43.4,6.744041884816753,172.0,0.0
1376.020986956737,53.89160521730514,7.765022323184776,214.96851956489428,1.0
1386.0,53.5,7.764502617801047,59.0,0.0
1523.4261078490092,38.32610784900923,6.113967082059634,214.1912973836636,1.0
1509.0,41.6,6.573235602094241,33.0,0.0
1365.986350627483,49.87264132486174,7.133949850491609,226.32878354249436,1.0
1330.2353993139213,59.65417197288015,8.309549436321007,94.17520823294343,1.0
1499.0,45.0,7.063350785340314,16.0,0.0
1576.0,35.3,5.825424083769633,113.0,0.0
1303.5089787768293,51.7504753470086,7.063982645709594,45.49419020322818,1.0
1460.0,43.5,6.650261780104712,102.0,0.0
1418.0,51.4,7.631958115183246,54.0,0.0
1311.399369596664,64.14378647357803,8.808591784513322,192.75078800417012,1.0
1621.3925102062326,29.290568645737846,4.973742400435258,231.51317625114586,1.0
2691.241147766515,12.085670929815759,3.4057036287189875,30.944081677329798,1.0
1727.0,26.5,4.792198952879581,213.0,0.0
1427.0,43.8,6.544774869109948,88.0,0.0
1537.0,40.8,6.566450261780105,169.0,0.0
1540.0,34.8,5.611727748691099,32.0,0.0
2268.2465610460085,16.178999194418708,3.842971681102493,215.199892589161,1.0
1378.2976570145045,52.906522940572025,7.635665680152836,212.59531402900916,1.0
1474.0,52.7,8.134010471204189,95.0,0.0
1474.0,39.9,6.158387434554974,53.0,0.0
1298.3765418899898,62.93951514806912,8.55627986402432,227.74486036670055,1.0
1401.0,51.9,7.6138115183246065,14.0,0.0
1371.1740355504974,49.93918509176038,7.171533144510088,165.39120068804067,1.0
1381.1305453094753,50.33738909381049,7.279831267051043,226.88719968084558,1.0
1507.6270851704494,36.80744779200521,5.809280828385646,210.70156309050162,1.0
1466.0,43.6,6.692942408376963,56.0,0.0
1749.0,28.3,5.1829005235602095,83.0,0.0
1445.6870412444982,49.67207034946337,7.524076043481781,188.17021011943052,1.0
1379.9067980165235,52.023684760343826,7.517029677672255,215.16118214871065,1.0
1310.5837523756088,62.25506760755871,8.543691894872161,189.87562856341304,1.0
1414.0,49.0,7.255078534031414,10.0,0.0
1395.0,41.9,6.1204712041884815,157.0,0.0
1359.6102983697058,52.91819778530147,7.53358957756102,211.20772377727943,1.0
1362.0,57.3,8.171999999999999,28.0,0.0
1361.9261570269775,55.11326035089126,7.859772450227052,69.40925621582045,1.0
1307.9654315571604,53.46901264356182,7.323044068534982,86.0,1.0
1576.0,38.8,6.403015706806282,124.0,0.0
1578.0,29.9,4.940544502617801,44.0,0.0
1471.0,44.1,6.792785340314136,244.0,0.0
1330.1804541153595,59.01131314970451,8.219625721614728,94.83455061568768,1.0
2746.9324198005706,8.432156195571677,2.420243625271706,15.205788664557941,1.0
1545.0,43.5,7.037434554973822,160.0,0.0
1419.5978932095359,48.4137401244197,7.197065628441377,74.26207205818696,1.0
1351.16688928623,48.56675571449196,6.872116825200385,31.854138839221264,1.0
1759.0,28.4,5.230952879581151,74.0,0.0
1232.6273372438368,65.47738461276398,8.452108811960112,207.7197633257047,1.0
1396.9238447667833,58.918418912665445,8.629295672959978,7.945741458821905,1.0
1381.08269597816,52.28721319017198,7.56171588553578,216.54134798907998,1.0
1551.0,35.9,5.830460732984292,6.0,0.0
1574.0,35.8,5.900439790575916,95.0,0.0
2618.6672747910425,12.279626251160876,3.366816424522996,29.474779348537165,1.0
1327.315400476797,55.07995876032758,7.654018433286768,54.473839809281166,1.0
1471.0,37.9,5.83779057591623,86.0,0.0
1310.3100112641137,61.666524217844355,8.461088006379342,189.46501689617048,1.0
1406.0,60.4,8.892397905759161,133.0,0.0
1340.8101271442238,50.19493642788807,7.044750974017063,170.71729942820696,1.0
1574.0,35.8,5.900439790575916,153.0,0.0
1751.0,27.8,5.097151832460733,10.0,0.0
1506.8075950923212,36.86305604730677,5.814893753135428,210.43815556538897,1.0
1858.0,23.6,4.591497382198953,26.0,0.0
1478.0,36.6,5.664376963350786,218.0,0.0
1448.8074165085523,48.76076622394613,7.398359618839966,212.4037082542761,1.0
1514.0,35.7,5.659664921465969,100.0,0.0
1523.0,43.3,6.905329842931937,60.0,0.0
1491.0,42.0,6.557277486910995,120.0,0.0
1385.0,51.7922060866867,7.511225699482836,202.45621721913994,1.0
1204.9492997394575,76.14443945579993,9.603387893100813,2.8312738725184907,1.0
1297.8162865679612,67.10817340967137,9.118968288074614,46.89802066467499,1.0
1599.0,33.6,5.625801047120419,131.0,0.0
1578.0,37.8,6.245905759162303,101.0,0.0
1319.8083650580797,63.91254758711946,8.83539105405274,22.82159687222479,1.0
1437.0,41.6,6.259602094240838,183.0,0.0
1483.0,51.6,8.012858638743456,50.0,0.0
1374.0,47.4,6.819643979057592,197.0,0.0
1653.0,30.3,5.244596858638744,119.0,0.0
1433.0,42.2,6.3322094240837705,134.0,0.0
1450.0,43.2,6.559162303664922,68.0,0.0
1378.0,55.5,8.0082722513089,35.0,0.0
1402.0011149611664,55.05228567039116,8.082672299459832,203.24470393445952,1.0
1570.0,37.3,6.132041884816753,37.0,0.0
1656.0,32.7,5.67028272251309,44.0,0.0
1396.1847816384247,52.570652853102715,7.685571230466417,211.8973435342085,1.0
1726.0,28.4,5.132816753926701,202.0,0.0
1322.3214967672902,57.50435573604574,7.959640248729104,203.40388287469472,1.0
1311.8522824514998,71.20697571429699,9.7816830523428,47.67054206349833,1.0
1556.0,39.0,6.35434554973822,72.0,0.0
1608.0,33.9,5.707979057591623,193.0,0.0
1439.0,41.8,6.298450261780104,96.0,0.0
1359.8854864679606,52.462647396410574,7.4699385269614815,64.7862838300984,1.0
1534.0,41.3,6.633947643979058,69.0,0.0
1514.0,34.7,5.501130890052356,130.0,0.0
1301.7314513592448,58.589221389856306,7.974157324980514,8.766784290047193,1.0
1384.0,45.1,6.535958115183246,159.0,0.0
1344.3664187990084,49.26335812009916,6.9348057432718395,93.2802026110064,1.0
1444.0,54.2,8.195267015706806,62.0,0.0
1369.1355553608262,50.81688857732189,7.285404538300117,220.54222144330473,1.0
1446.1676873124634,41.369524474897425,6.264823968552987,211.0838436562317,1.0
1311.2204775624073,63.799419307633805,8.760202894158136,192.97440304699103,1.0
1481.0,37.6,5.830952879581152,77.0,0.0
1366.0,45.5,6.508167539267015,11.0,0.0
1518.4504278357672,46.23166914033997,7.3476104404072435,223.1694010299258,1.0
1446.0,44.0,6.6621989528795815,146.0,0.0
1695.0,29.0,5.147120418848168,145.0,0.0
1596.0,33.5,5.598534031413613,104.0,0.0
1820.0,23.6,4.497591623036649,120.0,0.0
1313.103046160599,58.316627005995926,8.015340311176455,220.12997778265486,1.0
1377.3415140640022,51.55235038799609,7.434936800283595,218.35378516000557,1.0
1357.0551005651191,55.13306033907153,7.8359334264872755,210.05584509492414,1.0
1286.0,55.1,7.419748691099477,42.0,0.0
1352.193176499912,53.729552900123295,7.601436293702834,110.28758373070826,1.0
1533.0,33.9,5.441748691099476,24.0,0.0
1505.0,41.3,6.508534031413612,173.0,0.0
1270.9103033404524,63.722241137122204,8.479700125853402,203.4484832977376,1.0
1317.706302546464,59.471344583635315,8.208838776337087,12.632878183080079,1.0
1261.8221697141491,64.39081212419985,8.508864689838568,18.772969689500368,1.0
1547.0,34.5,5.588638743455498,152.0,0.0
1641.0,30.1,5.172157068062828,35.0,0.0
1595.0,32.3,5.394607329842931,46.0,0.0
1320.6950947485325,64.85117054735859,8.970088844641944,16.368868435665686,1.0
1694.0,30.3,5.374680628272252,204.0,0.0
1376.0277418142825,42.015910446112485,6.05319124143885,34.3781004055568,1.0
1617.0,33.0,5.587539267015707,203.0,0.0
1270.3895964967448,57.91167719739593,7.70389345299505,196.3895964967449,1.0
1436.0,41.8,6.2853193717277485,28.0,0.0
1546.0,39.4,6.378261780104712,203.0,0.0
1606.0,33.3,5.599979057591622,4.0,0.0
1389.0,50.0,7.272251308900524,214.0,0.0
1366.701173916227,47.94360067031664,6.8631560855300275,169.17592976319258,1.0
1274.0075133814748,68.66716755876499,9.161154369456113,71.32832441235011,1.0
1332.0,54.6,7.615413612565445,111.0,0.0
1443.4138221495107,43.744795635538274,6.611290118571851,225.22397817769138,1.0
2723.401964370182,9.224938613431808,2.6305963616340895,36.61522386891181,1.0
1462.0,37.1,5.679602094240838,41.0,0.0
1371.0,51.3,7.364638743455497,201.0,0.0
1501.4897841125876,46.723354107027994,7.347058800138894,232.50340529580416,1.0
1301.7178693869869,65.34907768213654,8.899867685103995,148.65441926588989,1.0
1513.2557516751851,44.85915804751243,7.110007932001343,221.31371475487668,1.0
1524.0,43.1,6.877947643979058,73.0,0.0
1441.421965331648,44.66570328742818,6.741912338320718,208.23442518424883,1.0
1436.1909091528855,60.01980343745838,9.025449235284983,172.14004910654833,1.0
1664.0,28.6,4.983287958115183,190.0,0.0
1302.35536408337,63.13471532259762,8.609075645354961,213.4380131785871,1.0
1543.0,38.1,6.1558429319371735,209.0,0.0
1529.0,44.0,7.044607329842932,136.0,0.0
1321.3599614018226,61.1025461563305,8.454231244737395,193.17823094313485,1.0
1337.2344561826355,58.21722809131776,8.152047734272562,199.02752641092988,1.0
1378.671217542377,50.86985227966393,7.343814189536338,218.6575649152459,1.0
1557.0,35.1,5.722586387434555,60.0,0.0
1356.0,47.8,6.78709947643979,116.0,0.0
1372.176928624397,51.746921412680855,7.4345932680251785,161.78461908293144,1.0
1608.0,33.4,5.62379057591623,76.0,0.0
1368.289321728257,47.13822287366129,6.754832820405602,177.36430233611864,1.0
1389.0,42.7,6.210502617801048,48.0,0.0
1424.0,44.6,6.650303664921466,127.0,0.0
1281.1079989049942,70.19171749246976,9.416641967083956,90.93788119352328,1.0
1968.0,20.6,4.24510994764398,130.0,0.0
1809.0,24.3,4.603005235602095,97.0,0.0
1300.9282628179276,45.58781283809212,6.209952431092367,219.23912394024123,1.0
1547.0,39.7,6.430984293193718,121.0,0.0
1589.0,29.9,4.974984293193717,141.0,0.0
1372.4318300509992,55.31039774925654,7.948927356997391,200.91883286442845,1.0
1304.954925587662,60.137562010281535,8.215884478031944,202.07512402056307,1.0
1362.6920303290228,54.81385678114257,7.820649118588983,71.29755686691767,1.0
1357.0,42.1,5.982167539267016,212.0,0.0
1378.2270331536033,57.214973646896354,8.257173604429589,204.3091867385587,1.0
1637.0,31.6,5.416670157068063,27.0,0.0
1348.0,51.0,7.198743455497382,87.0,0.0
1509.16398923857,38.37356090846538,6.064974410232375,210.1713520615664,1.0
1452.0198319437134,52.246896868633705,7.94396330569019,212.08189457103933,1.0
1307.9229454033996,60.138578590974376,8.234310765760503,40.615410919320084,1.0
1569.0,35.8,5.881696335078534,146.0,0.0
1264.256161028295,67.78899688773876,8.97168779154553,169.36355426224932,1.0
1372.0,60.4,8.677361256544502,149.0,0.0
1431.0,40.3,6.038670157068062,101.0,0.0
1541.0,34.6,5.583099476439791,131.0,0.0
1243.2512695631913,66.13589782615027,8.607934559793929,163.0529826072605,1.0
1309.639680065334,72.03360586153987,9.879748866876643,47.49797822339439,1.0
1354.0,50.2,7.117361256544503,103.0,0.0
1359.2539669174455,47.10341894735203,6.70385087266701,29.864469172897206,1.0
1330.022525742905,51.13171338631058,7.121303189521393,150.2495566343909,1.0
1652.0,27.2,4.70517277486911,52.0,0.0
1336.0,53.7,7.512376963350785,61.0,0.0
1500.0,44.2,6.942408376963351,115.0,0.0
1366.7151546197563,66.18540292792065,9.471232686947275,81.7151546197563,1.0
1269.147923300566,61.92531773501488,8.22781501138401,197.68310258895175,1.0
1393.0,45.5,6.636806282722513,38.0,0.0
1372.5262983967057,52.018723112941316,7.475487280322118,160.21634141599952,1.0
1555.0,41.2,6.708481675392671,131.0,0.0
1367.2387394248806,51.60960800861219,7.388226666224719,22.15465030909023,1.0
1396.0,49.3,7.206575916230367,142.0,0.0
1499.0,38.1,5.9803036649214665,61.0,0.0
1969.8025202682031,21.64450146257305,4.432681714258525,182.85770706191454,1.0
1427.0,38.9,5.812596858638743,213.0,0.0
1547.0,37.4,6.05840837696335,0.0,0.0
1495.3348684172277,42.586480255316566,6.669007221819905,222.34407892059315,1.0
1271.4455119276581,58.756409542126505,7.822686703149309,197.44551192765812,1.0
1687.0,29.7,5.24648167539267,30.0,0.0
1364.5872746740474,46.91163662320631,6.703241493659419,24.238175977857942,1.0
1395.0,48.7,7.113769633507854,21.0,0.0
2203.0,16.6,3.829298429319372,47.0,0.0
1269.7767452472046,65.11117414509067,8.657435632911662,205.09768821366157,1.0
1482.0,41.1,6.3780314136125655,82.0,0.0
1723.0,31.0,5.592984293193718,73.0,0.0
2501.415964435816,13.268079073601037,3.474629055711935,172.9682208439767,1.0
1334.0,49.3,6.886513089005235,42.0,0.0
1260.8041390918702,64.21376332032524,8.478285765929575,19.215591699186895,1.0
1412.0,52.4,7.74751832460733,142.0,0.0
1291.1249860838814,67.81875793218761,9.167565112818602,61.06250417483558,1.0
1615.0,30.007846918050568,5.07462542122007,232.16543054298276,1.0
1763.0,25.9,4.781329842931937,3.0,0.0
1295.659078256924,52.9476956423098,7.184394004735629,50.01138261461412,1.0
1733.0,25.7,4.663675392670157,182.0,0.0
1276.3304110469057,66.9478147842408,8.952483465173579,92.53912591369632,1.0
1335.1061870251594,57.15309351257973,7.990120993977054,194.2389208066088,1.0
1664.2844585867595,29.063549148213582,5.0646453000336855,146.38860387757788,1.0
1573.0,36.5,6.011989528795811,193.0,0.0
1731.0,27.9,5.057057591623036,101.0,0.0
1515.5000859796144,47.81648037750196,7.587426267914517,226.91648037750195,1.0
1445.3112703505726,58.597486030581514,8.866255608130245,175.7968180880175,1.0
2817.7929196390214,6.185614274770611,1.81616771645713,204.59360153958318,1.0
1339.2019191869213,50.224294275327914,7.0433624217826525,65.55833670466832,1.0
1351.0,49.5,7.002565445026178,196.0,0.0
1371.8915474234698,54.93991823323636,7.8927840312134165,200.84164963192424,1.0
1367.2258845706267,66.0023913621921,9.44841696283313,82.22588457062668,1.0
1303.9544434467025,51.774058770707775,7.069615503244444,45.20594835801605,1.0
1312.646347840836,52.39390435225079,7.201563316874259,29.658434546624484,1.0
1571.0,38.6,6.34980104712042,5.0,0.0
1308.6049929733979,62.89650161198517,8.616793839156093,205.22000495995437,1.0
2381.0,14.2,3.540335078534031,164.0,0.0
1350.0,51.7,7.308376963350785,18.0,0.0
2032.0,19.0,4.042722513089005,203.0,0.0
1522.0,45.7,7.283287958115184,153.0,0.0
2195.419982966992,15.623542242968583,3.594208395097029,141.13896572914436,1.0
1467.0,41.2,6.328837696335079,20.0,0.0
1421.0,43.4,6.457738219895288,56.0,0.0
1424.0,38.0,5.666178010471204,144.0,0.0
2494.633848089911,13.049813724422926,3.40876213971611,25.54816132445651,1.0
1557.0,39.4,6.423643979057591,2.0,0.0
1532.9845618369386,37.338100789407726,5.993760115331288,208.27002631359088,1.0
1383.0,51.3,7.42909947643979,190.0,0.0
1416.0,45.9,6.805696335078534,47.0,0.0
1213.1307007574817,62.81545272728177,7.96556249271036,207.28409343433088,1.0
1845.0,22.9,4.42413612565445,76.0,0.0
1451.2888438378,60.45390972501754,9.186330158908179,146.56100411477482,1.0
1339.5297371596432,55.76270171204758,7.821532832335051,204.3135085602379,1.0
1515.0,38.4,6.0917277486911,51.0,0.0
1400.0,53.7,7.872251308900523,175.0,0.0
1334.6827775444626,64.56848177701399,9.022956896506532,204.43907415184577,1.0
1337.4810699066231,59.47161778040172,8.331316273309694,101.20810182247556,1.0
1465.0,35.0,5.369109947643979,201.0,0.0
1310.2371489032437,57.10916301936167,7.835704550483722,40.52446012901994,1.0
1606.0,31.0,5.213193717277487,199.0,0.0
1362.2527044345416,47.18574211754807,6.730609930349833,31.241886696375673,1.0
1390.0,45.8,6.666178010471204,63.0,0.0
1626.0,31.4,5.346219895287957,209.0,0.0
1300.747990453286,65.80396481406248,8.965005070786907,57.03714967622424,1.0
1593.0214736151374,34.14760223224415,5.687475545035394,230.3729418137131,1.0
1528.0,37.0,5.92,221.0,0.0
2733.710065958144,8.951843109624134,2.5615050648531255,141.0889413422552,1.0
1362.2805404537253,61.47477014655866,8.76955459764723,198.92081068058806,1.0
1364.3959810919457,53.76644714859987,7.6821523721215055,211.2885849343245,1.0
1366.7504913175856,59.950014037645296,8.579787820897668,206.75049131758547,1.0
1258.7372331648282,68.10246962990244,8.975663154367107,114.72404764399668,1.0
1841.0,22.8,4.395267015706807,40.0,0.0
1464.0,45.9,7.036397905759161,48.0,0.0
1355.0,59.4,8.427958115183246,115.0,0.0
1911.0,23.5,4.702460732984293,166.0,0.0
1578.0,42.1,6.95641884816754,191.0,0.0
1372.383392252227,52.09811541542948,7.486068819411021,159.94640758753977,1.0
1330.1721142075298,51.420479945270934,7.1621746372834165,151.51634262258972,1.0
1596.0,32.5,5.431413612565445,154.0,0.0
1364.8789324612662,59.91614233849783,8.563165855441245,205.04035584624458,1.0
1371.6906586475866,48.77156021733089,7.007612949028008,86.69065864758653,1.0
1537.0,35.5,5.713455497382199,91.0,0.0
1657.0,31.1,5.396094240837697,3.0,0.0
1265.0,59.8,7.921151832460733,119.0,0.0
1360.4640693090234,49.15708514907295,7.005822015641458,150.72954031167228,1.0
1564.0,35.9,5.879329842931937,171.0,0.0
1330.172901796144,47.65045533002536,6.636059769564207,53.33083928154236,1.0
1230.1639800894975,64.55916417937735,8.315239079958983,179.7588457758739,1.0
1439.0,36.1,5.439570680628273,203.0,0.0
1418.0,45.9,6.81530890052356,53.0,0.0
1351.0797469197016,47.68928917237653,6.74607144654639,164.07974691970168,1.0
1361.0,46.7,6.655361256544503,182.0,0.0
1666.0,34.6,6.035979057591623,33.0,0.0
1381.0873988236083,52.04661270592436,7.527300197456458,218.97086705879727,1.0
1457.0,47.7,7.277371727748692,82.0,0.0
1598.0,32.8,5.488418848167538,79.0,0.0
1279.1237857574154,68.27799321781681,9.149051801945149,93.07119728712674,1.0
1325.0,51.0,7.075916230366492,171.0,0.0
1476.0,39.2,6.05855497382199,206.0,0.0
1427.0,47.0,7.022931937172775,65.0,0.0
1351.0,47.35846849484848,6.699611616391654,9.073588584191919,1.0
1467.0,47.2,7.250513089005237,218.0,0.0
1388.0,48.6,7.063539267015707,76.0,0.0
2589.9297056394507,12.47898412104769,3.383350960938929,114.45233540585265,1.0
1336.3832862257948,60.163116638656355,8.419249631215562,189.95821556448715,1.0
1361.776770124329,61.7813524480433,8.810186460719292,199.23548132770563,1.0
1366.6901129472324,47.192015059630975,6.753716951965503,17.929661158303084,1.0
1360.0465162563744,48.85232360143982,6.956423335143654,40.593021455854384,1.0
1523.0,47.0,7.495392670157068,152.0,0.0
1368.3735136744765,51.716515781750296,7.40769620175174,30.863095881627814,1.0
1336.956359738935,53.12369042743532,7.434288670535965,95.01246864601859,1.0
1367.2901714288048,47.26467591812063,6.765679255270927,86.935591836568,1.0
1505.0,41.2,6.492774869109948,33.0,0.0
1584.0,38.7,6.418931937172776,104.0,0.0
1400.0,49.5,7.2565445026178015,79.0,0.0
1758.0,24.4,4.491643979057591,68.0,0.0
1589.0,30.5,5.074816753926702,198.0,0.0
1266.2211398418854,67.66195114963348,8.971148821080035,202.06179118010542,1.0
2700.5327153219146,11.533563292465935,3.257914192942529,28.789515287671946,1.0
1354.0,53.31166513109488,7.558533464659943,211.90279057420938,1.0
1463.9676626058113,51.67583917510281,7.919979456908301,215.97559325311803,1.0
1353.238627172407,57.007382227583086,8.07831950529578,192.65150289654247,1.0
1255.6664377127809,71.26684982977525,9.370277205616222,142.3356228721907,1.0
1437.016948522603,62.60056495075343,9.420728717584245,132.50282475376713,1.0
1953.0,20.6,4.212753926701571,25.0,0.0
2232.0,16.8,3.9264502617801047,0.0,0.0
1316.3743609835124,56.63279600114806,7.805979395361566,195.1333072143381,1.0
1182.4133282435987,65.76432048861453,8.141426687429632,203.18844376581316,1.0
1445.0,41.5,6.279319371727749,66.0,0.0
1350.727964037661,55.87758381694743,7.903532658684701,189.3039520502146,1.0
2732.6422755962662,9.11261935939828,2.6061267771086825,131.4846215475124,1.0
1331.1108685954475,51.69765166963275,7.206123275206256,152.6439109099847,1.0
1372.8232689677498,50.34354528385875,7.236010313429805,182.15734022579215,1.0
1489.0,45.8,7.14096335078534,42.0,0.0
1540.0,44.8,7.224293193717277,196.0,0.0
1442.442256400992,44.92017025242656,6.785995884540225,208.0,1.0
1538.0,38.5,6.200314136125654,123.0,0.0
1361.956103383256,45.826569201760336,6.536011850975763,173.1909894449373,1.0
1296.7058852272883,63.24298468967599,8.577658117309266,2.6787339160886665,1.0
1413.3395589580705,60.23920792206799,8.917038224337801,208.82263726387137,1.0
1356.0,43.6,6.190743455497382,22.0,0.0
1279.8309326131914,63.05133237501813,8.449194767356675,21.543032045421587,1.0
1462.0,52.3,8.006554973821988,148.0,0.0
1593.0,34.9,5.821539267015707,139.0,0.0
1373.1760905085741,48.69434569485554,7.000932289196015,65.10985459885678,1.0
1363.0,52.6,7.507204188481675,190.0,0.0
1828.0,23.8,4.555643979057592,26.0,0.0
1227.5239586048424,67.63696342497612,8.696229270486754,148.16739268499524,1.0
1398.0,57.7,8.446554973821991,19.0,0.0
1579.0,36.3,6.001853403141361,211.0,0.0
1385.0,53.94826035193995,7.82391000915569,202.24274649980794,1.0
1889.0,21.5,4.252722513089005,92.0,0.0
1547.3562375603117,37.521568990131634,6.080188686747353,214.38563300438793,1.0
2533.256938409289,12.778921107260434,3.388709710465488,31.087309343268842,1.0
1542.0,38.5,6.216439790575916,108.0,0.0
1366.653212656158,54.59209824434938,7.815429916027024,90.52188752230829,1.0
1338.975653132526,52.02750258520018,7.292050066780081,94.43552767642115,1.0
1265.1796934201823,65.7171818429369,8.704695132785767,197.24218815779804,1.0
2755.0210536498257,8.544272405889192,2.441028060702085,173.37853517734726,1.0
1481.0,42.6,6.60634554973822,213.0,0.0
2543.1247057616497,12.960957039809104,3.450350552711631,137.07177798568273,1.0
1498.0,41.1,6.4468900523560215,80.0,0.0
1710.0,28.4,5.085235602094241,158.0,0.0
1495.1592713541008,46.027610929688485,7.206084589051155,235.56461934901427,1.0
1574.0,31.4,5.175246073298429,27.0,0.0
1440.0,41.1,6.197277486910995,12.0,0.0
1520.0,44.9,7.146387434554974,94.0,0.0
1393.0,56.1,8.182963350785341,12.0,0.0
1371.6005080889845,50.5422109313559,7.258989777247231,220.0,1.0
